"","V1","V2","V3"
"1",0.985786802030457,0.96751269035533,0.959349425049208
"2",0.987796539935771,0.960364653475603,0.959349425049208
"3",0.982725577540661,0.959349425049208,0.959349425049208
"4",0.990852584688698,0.966456024033979,0.959349425049208
"5",0.99287786180462,0.965445975344452,0.959349425049208
"6",0.992872682067751,0.960364653475603,0.959349425049208
"7",0.987812079146379,0.964430746918057,0.959349425049208
"8",0.986786491246245,0.967471252460375,0.959349425049208
"9",0.981699989640526,0.963410338754791,0.959349425049208
"10",0.986781311509375,0.959349425049207,0.959349425049207
