"","V1","V2","V3"
"1",0.773333333333333,NA,NA
"2",0.8,NA,NA
"3",0.771717171717172,NA,NA
"4",0.858232323232323,NA,NA
"5",0.905454545454546,NA,NA
"6",0.886111111111111,NA,NA
"7",0.830555555555556,NA,NA
"8",0.802020202020202,NA,NA
"9",0.709386169386169,NA,NA
"10",0.804444444444444,NA,NA
