"","V1","V2","V3"
"1",0.95,0.2,0
"2",0.975,0.025,0
"3",0.9,0,0
"4",0.95,0.175,0
"5",0.95,0.15,0
"6",0.975,0.025,0
"7",0.9,0.125,0
"8",0.95,0.2,0
"9",0.975,0.1,0
"10",0.95,0,0
