"","V1","V2","V3"
"1",0.9827359370144,0.979690251735212,0.959349425049208
"2",0.988796229151559,0.982720397803792,0.959349425049208
"3",0.995928726820678,0.994908318657412,0.959349425049208
"4",0.975624158292759,0.976639386719155,0.959349425049208
"5",0.986765772298767,0.98576608308298,0.959349425049208
"6",0.977607997513726,0.98371490728271,0.959349425049208
"7",0.985786802030457,0.979690251735212,0.959349425049208
"8",0.9786439448876,0.982699678856314,0.959349425049208
"9",0.978654304361338,0.974577851445147,0.959349425049208
"10",0.979643634103388,0.976608308297938,0.959349425049207
