"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.802433300902375,0.117179917005784,0.612931514865448,0.187674460237812,0.665390926153059,0.661033792212728,0.669609913592179,0.872330468139693
"15",0.769257499603316,0.0778225551907081,0.567396641400553,0.15089737810343,0.572165494075352,0.569187741707028,0.569019059835442,0.865185061227362
"20",0.751806366051725,0.089033452615496,0.56091433164695,0.147560822753621,0.518347491694826,0.470959135928832,0.500416132120971,0.872066445001133
"25",0.713955391057171,0.0400927911957324,0.497635999921991,0.14574917892565,0.429417483960828,0.407517850527525,0.415937713516274,0.872047661746578
"30",0.688582269854329,0.0408296842046842,0.480098794995854,0.112314657564658,0.396558049793344,0.312281631766926,0.341140893420305,0.855924230181583
"35",0.652294927294927,0.0325171217671218,0.452466366966367,0.0986851759351759,0.334670579420579,0.292611582861583,0.323792485292485,0.863718559218559
"40",0.621172632922633,0.0167954545454545,0.437680375180375,0.0831080863580863,0.27727602952603,0.265580863580864,0.272615134865135,0.864900238650239
