"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.84350912106136,0.862747927031509,0.909562189054726,NA,NA,NA,NA,NA,0.780790215588723,0.843844112769486
"12.5",0.836485074626866,0.867384742951907,0.923742951907131,NA,NA,NA,NA,NA,0.778648424543947,0.843155058043118
"15",0.848730514096186,0.877286898839138,0.935249585406302,NA,NA,NA,NA,NA,0.752930348258706,0.843253731343284
"17.5",0.830907960199005,0.891807628524046,0.942252902155887,NA,NA,NA,NA,NA,0.762724709784411,0.839034825870647
"20",0.835510779436153,0.894232172470978,0.950199834162521,NA,NA,NA,NA,NA,0.742713101160862,0.842792703150912
"22.5",0.844902985074627,0.891757048092869,0.95533416252073,NA,NA,NA,NA,NA,0.712371475953566,0.837597844112769
"25",0.840408789386401,0.9056135986733,0.958196517412935,NA,NA,NA,NA,NA,0.711363184079602,0.839415422885572
"27.5",0.835747927031509,0.903360696517413,0.961648424543947,NA,NA,NA,NA,NA,0.711137645107794,0.839615257048093
"30",0.844813432835821,0.902233001658375,0.96480679933665,NA,NA,NA,NA,NA,0.736925373134328,0.835635157545605
"32.5",0.821266169154229,0.904726368159204,0.967305970149254,NA,NA,NA,NA,NA,0.698416252072969,0.834860696517413
"35",0.833252072968491,0.909247927031509,0.969141791044776,NA,NA,NA,NA,NA,0.721872305140962,0.840874792703151
"37.5",0.840283582089552,0.907688225538972,0.971277777777778,NA,NA,NA,NA,NA,0.731685737976783,0.831805970149254
"40",0.841902985074627,0.927933665008292,0.973762852404643,NA,NA,NA,NA,NA,0.733102819237148,0.828631011608624
