"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.357697762940923,0.39231624573682,NA,NA,NA,NA,NA,NA,0.284064809046037,0.367157570785454
"12.5",0.310388223964269,0.328202193797834,NA,NA,NA,NA,NA,NA,0.233518805548599,0.31754807261082
"15",0.297704640722217,NA,NA,NA,NA,NA,NA,NA,0.188864298741638,0.28064577157211
"17.5",0.223925136241558,NA,NA,NA,NA,NA,NA,NA,0.174572078409666,0.248256676724898
"20",0.197830263749728,NA,NA,NA,NA,NA,NA,NA,0.1375111641399,0.226399726819927
"22.5",0.1879891359639,NA,NA,NA,NA,NA,NA,NA,0.122194525535148,0.201149875998424
"25",0.176841785966568,NA,NA,NA,NA,NA,NA,NA,0.101978844215844,0.189385237086755
"27.5",0.145798299195763,NA,NA,NA,NA,NA,NA,NA,0.0958152498057744,0.179368059479195
"30",0.134412180811431,NA,NA,NA,NA,NA,NA,NA,0.0914788715218395,0.163308530646129
"32.5",0.123188395843476,NA,NA,NA,NA,NA,NA,NA,0.0804975603351667,0.154025422603881
"35",0.153099041233517,NA,NA,NA,NA,NA,NA,NA,0.0830013532436609,0.150646510322011
"37.5",0.105659809263673,NA,NA,NA,NA,NA,NA,NA,0.0746136174273136,0.13388124439698
"40",0.0853049310796588,NA,NA,NA,NA,NA,NA,NA,0.06400169900467,0.117305481266891
