"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.0148384575248465,0.0114548885055056,0.0236212848088453,0.0800018261926139,0.012834732431805,0.0112614544613545,0.0136829238164526,0.0123767578481121
"15",0.0163777674944885,0.00754798930322146,0.0317857199680673,0.0782864922295012,0.0104350193584245,0.0101559744564335,0.0120098607823386,0.0115972964583741
"20",0.0145101741675279,0.00617492131071012,0.0325475683880239,0.077456972486325,0.00949808073625045,0.00911796612110556,0.00941345215018145,0.00968778724798835
"25",0.0163952769649982,0.00545339988136842,0.0342183069806942,0.0791198049633346,0.00890690049710108,0.00816947975917763,0.00926678389829259,0.0105854019002763
"30",0.017503495212305,0.00459963226398138,0.0422511574989274,0.0832179460797298,0.00910610828502116,0.00782380599615816,0.0088964325193928,0.0116105071404501
"35",0.0174551976829598,0.00409769599174179,0.044925806215673,0.0775538085651447,0.00724958086452882,0.00764116998731117,0.00828216392025615,0.0114850680892524
"40",0.0185276116609842,0.00377283088171805,0.0386169049094479,0.0704410847377061,0.00764625753765585,0.00767055509194498,0.00845726482624738,0.0119120214795741
