"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.0468894142903541,0.22799174820633,0.0321289983068737,0.103151223357516,0.0503776339458038,0.0466501414672606,0.0460912014439583,0.0331460989184706
"15",0.0566902826253189,0.199647376994073,0.0401515386122008,0.14441970235196,0.0654461536559183,0.0684637977123248,0.0732525852322614,0.0429475113774264
"20",0.068318194902809,0.209371185148235,0.0513118314351355,0.144134364150687,0.0734230886249334,0.0832458986923577,0.0846263735896217,0.0426885407515316
"25",0.0779770894930052,0.179224820578759,0.0631412555587378,0.173596496889157,0.0932509840341452,0.0945880220709477,0.110689195652667,0.0459201201437737
"30",0.0741632787253363,0.178642824904934,0.078857706701625,0.186406759556295,0.111899604584004,0.104576447834167,0.0945858736112217,0.0493075153672037
"35",0.0912885251725182,0.165809163441003,0.0793997063780069,0.198836073698063,0.109763162842169,0.136538690033937,0.14139078937612,0.0567354934406963
"40",0.129419265858039,0.173492017794729,0.0950558093354835,0.209811362500889,0.158628314678571,0.162658591454843,0.151875788672415,0.0530094327193024
