"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.0764747777973927,NA,0.0758121647473708,0.228634750365903,0.0752917699489912,0.0659000201868493,0.0727739027965064,0.0534997911430409
"15",0.0907800604609326,NA,0.0875318433355814,NA,0.0919532394058412,0.0824292584859878,0.0870989467111326,0.0557601666897698
"20",0.0748318985763931,NA,0.101691589490049,NA,0.102629751113977,0.101817457244887,0.0985691356603263,0.0494712259704917
"25",0.0804689230888481,NA,0.11892489350149,NA,0.124111401314859,0.125259129801252,0.121694450151973,0.0589635691614308
"30",0.0876466327555799,NA,0.124359353808,NA,0.155528203329334,0.149407456289401,0.149927241174264,0.0615033903118417
"35",0.0811056078008611,NA,0.143144712743943,NA,0.15097163278874,0.181864929542227,0.16460824632753,0.0528840228466472
"40",0.0892656523840415,NA,0.152303481805872,NA,NA,0.192434405252984,0.188945818136871,0.0498093588500319
