"","V1","V2","V3"
"1",0.976639386719155,0.972547394592355,0.959349425049208
"2",0.977633896198073,0.980689940951,0.959349425049208
"3",0.975608619082151,0.984761214130322,0.959349425049208
"4",0.979679892261473,0.984766393867192,0.959349425049208
"5",0.975587900134673,0.980669222003522,0.959349425049208
"6",0.977592458303118,0.981684450429918,0.959349425049208
"7",0.987817258883249,0.987812079146379,0.959349425049208
"8",0.978654304361338,0.979653993577126,0.959349425049208
"9",0.987812079146379,0.976608308297939,0.959349425049208
"10",0.989842535999171,0.990852584688698,0.959349425049207
