"","V1","V2","V3"
"1",0.975,0.325,0
"2",0.975,0.525,0
"3",0.975,0.625,0
"4",0.95,0.625,0
"5",0.925,0.525,0
"6",0.975,0.55,0
"7",0.925,0.7,0
"8",0.95,0.5,0
"9",0.975,0.475,0
"10",0.95,0.775,0
