"","V1","V2","V3"
"1",0.694117647058824,NA,NA
"2",0.714051796157059,NA,NA
"3",0.678383838383838,1,NA
"4",0.768888888888889,NA,NA
"5",0.756105951152391,NA,NA
"6",0.751515151515151,NA,NA
"7",0.862222222222222,1,NA
"8",0.702564102564103,NA,NA
"9",0.794188034188034,NA,NA
"10",0.838888888888889,1,NA
