"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.814088031193886,0.372073757079053,0,NA,NA,NA,NA,NA,0.793010705716791,0.884325958337253
"2",0.719947642075341,0.313734472718137,0,NA,NA,NA,NA,NA,0.639043788289023,0.856145018786956
"3",0.506220509968544,0.523385377435878,0,NA,NA,NA,NA,NA,0.49295478318214,0.793474861861723
"4",0.651217144763179,0.435349050546247,0,NA,NA,NA,NA,NA,0.578859684233937,0.598427258107511
"5",0.328083661417159,0,0,NA,NA,NA,NA,NA,0.530330085889911,0.713624032148063
"6",0.557773351022717,0.554700196225229,0,NA,NA,NA,NA,NA,0.776250025806185,0.857346333194897
"7",0.402980349884659,0,0,NA,NA,NA,NA,NA,0.816496580927726,0.769059810062255
"8",0.686660462436549,0.496098770042121,0,NA,NA,NA,NA,NA,0.734952679030771,0.827005334828136
"9",0.827409500478138,0.80363756341608,0,NA,NA,NA,NA,NA,0.827759134763963,0.719680356001756
"10",0.594571799701264,0.480071609241788,0,NA,NA,NA,NA,NA,0.821266806017793,0.8930431353897
"11",0.682877180408978,0.682877180408978,0,NA,NA,NA,NA,NA,0.757090832395565,0.810392344050298
"12",0.903361597681572,0.852457587111426,0,NA,NA,NA,NA,NA,0.887448458694576,0.952226733134151
"13",0.840369023521084,0.710818653310911,0,NA,NA,NA,NA,NA,0.752666710459213,0.816105819201145
"14",0.555902669338597,0.471404520791032,0,NA,NA,NA,NA,NA,0.633278506398778,0.636468846521644
"15",0,0,0,NA,NA,NA,NA,NA,0.639207503413742,0.614408780470197
"16",0.376011155163074,0.376011155163074,0,NA,NA,NA,NA,NA,0.611018127139995,0.795791581717012
"17",0.515213573363523,0,0,NA,NA,NA,NA,NA,0.634934139306231,0.528754339776479
"18",0.482867084984738,0,0.35263625963054,NA,NA,NA,NA,NA,0.790978930436066,0.583117403904009
"19",0.900102874778869,0.917928424547684,0,NA,NA,NA,NA,NA,0.841625411530173,0.894944649643723
"20",0.829351453966828,0.836350324496245,0,NA,NA,NA,NA,NA,0.741969092830036,0.89326785520352
"21",0.353553390593274,0.353553390593274,0,NA,NA,NA,NA,NA,0.633683204878493,0.82465254105684
"22",0.528983241241148,0,0,NA,NA,NA,NA,NA,0.611018127139995,0.814088031193886
"23",0.489527635276582,0.694165171248236,0,NA,NA,NA,NA,NA,0.677162626551353,0.667529665949222
"24",0.52277952266646,0.437747686058093,0,NA,NA,NA,NA,NA,0.768148654897568,0.743558727439758
"25",0.501837565914103,0,0,NA,NA,NA,NA,NA,0.470013943953842,0.630589877432141
"26",0.771916395913309,0,0.5,NA,NA,NA,NA,NA,0.679072821112034,0.895801953501092
"27",0.816346254758556,0.377964473009227,0.376989079194751,NA,NA,NA,NA,NA,0.769445987792257,0.884325958337253
"28",0.703414292338922,0,0,NA,NA,NA,NA,NA,0.699702317656111,0.713624032148063
"29",0.709285851933539,0.563436169819011,0,NA,NA,NA,NA,NA,0.691661088777152,0.662686531592003
"30",0.761200260982991,0.706768371604501,0,NA,NA,NA,NA,NA,0.696539635709866,0.875503956035318
"31",0.681961707381674,0.423021711524424,0,NA,NA,NA,NA,NA,0.777986605215499,0.80429469235667
"32",0.79712401705418,0.663469206188056,0,NA,NA,NA,NA,NA,0.776447559978863,0.806670752754358
"33",0.554338945652086,0,0,NA,NA,NA,NA,NA,0.726483157256779,0.775044801572428
"34",0.569633097076508,0.348014352631189,0,NA,NA,NA,NA,NA,0.635724057842872,0.741969092830036
"35",0.728142470967399,0,0,NA,NA,NA,NA,NA,0.74612400506071,0.886820535812812
"36",0.748261874836165,0.591277747763266,0,NA,NA,NA,NA,NA,0.74214638043987,0.659466324639351
"37",0.699288659731895,0,0,NA,NA,NA,NA,NA,0.81967981553775,0.887151079037295
"38",0.746320855030093,0,0,NA,NA,NA,NA,NA,0.734952679030771,0.829351453966828
"39",0.682748733673914,0,0,NA,NA,NA,NA,NA,0.850857410694256,0.833854004007896
"40",0.395487365677156,0,0,NA,NA,NA,NA,NA,0.38784964925516,0.771279323508542
"41",0.37990774789048,0,0,NA,NA,NA,NA,NA,0.368427512022542,0.537270689517335
"42",0.482776259427353,0,0,NA,NA,NA,NA,NA,0.696438110435282,0.663403472003777
"43",0.728868986855663,0.319142369252113,0,NA,NA,NA,NA,NA,0.719278187568003,0.618016540591305
"44",0.739509972887452,0.68655237722017,0,NA,NA,NA,NA,NA,0.723489806424389,0.67700320038633
"45",0.552770798392567,0.470175302216965,0,NA,NA,NA,NA,NA,0.703825525517774,0.834721066739818
"46",0.746072866701257,0.375015420358992,0,NA,NA,NA,NA,NA,0.677435841259485,0.727995737780448
"47",0.730162287526997,0.52056387236683,0,NA,NA,NA,NA,NA,0.740675964003443,0.9497693697262
"48",0.67558142100731,0,0,NA,NA,NA,NA,NA,0.69491437091629,0.551609920390763
"49",0.713624032148063,0.715648501554903,0,NA,NA,NA,NA,NA,0.665363309277971,0.834721066739818
"50",0.713372640041801,0,0,NA,NA,NA,NA,NA,0.656023240553715,0.838847376741424
"51",0.509121510852724,0,0,NA,NA,NA,NA,NA,0.495933389037578,0.724085935387655
"52",0.747304638942974,0.325385170247309,0,NA,NA,NA,NA,NA,0.649428083292831,0.786003210629841
"53",0.437991706193025,0,0,NA,NA,NA,NA,NA,0.702037850017464,0.424984993732672
"54",0.606976978666884,0,0,NA,NA,NA,NA,NA,0.759501221370419,0.791401155845557
"55",0.531964388950154,0.45133546692422,0,NA,NA,NA,NA,NA,0.581345820457121,0.693054163881925
"56",0.563799091705157,0.402953017138002,0,NA,NA,NA,NA,NA,0.876379619293718,0.867016847044173
"57",0.531631055288692,0,0,NA,NA,NA,NA,NA,0.704870275485609,0.860844138958353
"58",0.484206524686753,0,0,NA,NA,NA,NA,NA,0.670916935006679,0.895801953501092
"59",0.482867084984738,0,0,NA,NA,NA,NA,NA,0.813582877428966,0.671399435561677
"60",0,0,0,NA,NA,NA,NA,NA,0.800523388999396,0.741443335593009
"61",0.621770004217259,0,0,NA,NA,NA,NA,NA,0.767529556453336,0.623543959332011
"62",0.560829666235582,0.406149313624023,0,NA,NA,NA,NA,NA,0.391141218732382,0.671775298207705
"63",0.707515868163891,0.772801541291309,0,NA,NA,NA,NA,NA,0.794949334514121,0.837144064773313
"64",0.50767308256681,0.717958158617738,0,NA,NA,NA,NA,NA,0.743157297466434,0.804991790040371
"65",0.800657624443149,0,0.546279280800196,NA,NA,NA,NA,NA,0.765368848127627,0.86572148189272
"66",0.732176532146998,0,0,NA,NA,NA,NA,NA,0.612823206780534,0.827544943362136
"67",0,0.34521150684176,0,NA,NA,NA,NA,NA,0.682877180408978,0.748487248135706
