"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.144110191110323,0.193099406222039,0.104722792990996,NA,NA,NA,NA,NA,0.137029094335661,0.123989413935444
"12.5",0.161191313242547,0.213643953527509,0.109778907561197,NA,NA,NA,NA,NA,0.134037101038644,0.111455074965664
"15",0.154924067218114,0.201988089126458,0.0458902238757086,NA,NA,NA,NA,NA,0.162835600406496,0.10755095151051
"17.5",0.202639903449911,0.223588506394613,0.0638974710014937,NA,NA,NA,NA,NA,0.203034499057812,0.150336497684884
"20",0.199741801720717,0.219705686586624,0.0454947446634665,NA,NA,NA,NA,NA,0.198182689269886,0.152817142436178
"22.5",0.228522035067534,0.207517430311662,0.0244705308882096,NA,NA,NA,NA,NA,0.197583929822934,0.163922796189543
"25",0.210236504642314,0.219288164989766,0.0428580296926041,NA,NA,NA,NA,NA,0.212733259962207,0.175798093131068
"27.5",0.232813282096724,0.211756453622323,0.0245404658853663,NA,NA,NA,NA,NA,0.217276789687924,0.151957052415877
"30",0.262814478800826,0.212001368248859,0.0292631978379636,NA,NA,NA,NA,NA,0.259534378570952,0.185205656636641
"32.5",0.278318248226442,0.207962593959516,0.0201007563051842,NA,NA,NA,NA,NA,0.255376041733091,0.189806674461303
"35",0.249496860796871,0.19352400424632,0.0382415121056625,NA,NA,NA,NA,NA,0.224318938048043,0.199457591612808
"37.5",0.276189174946347,0.230886222753237,0.0490939168423844,NA,NA,NA,NA,NA,0.25608550264783,0.189698695780528
"40",0.274771506889253,0.251712487233777,0.0490444667587021,NA,NA,NA,NA,NA,0.259775841718646,0.200289964793602
