"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0847989153056128,NA,NA,NA,NA,NA,NA,NA,0.0438318901146471,0.0655470030429475
"12.5",0.0875168388271882,NA,NA,NA,NA,NA,NA,NA,0.0483378691326535,0.0746251589511052
"15",0.0975198351115755,NA,NA,NA,NA,NA,NA,NA,0.0473772230059271,0.0627188371062488
"17.5",NA,NA,NA,NA,NA,NA,NA,NA,0.0489188614758805,0.0728274328508909
"20",0.0927570365812714,NA,NA,NA,NA,NA,NA,NA,0.038031425117566,0.0686264460169649
"22.5",NA,NA,NA,NA,NA,NA,NA,NA,0.0468104224717783,0.0636668723629538
"25",NA,NA,NA,NA,NA,NA,NA,NA,0.0398040307032416,0.075704233234683
"27.5",0.132919806582459,NA,NA,NA,NA,NA,NA,NA,0.0351721826723061,0.073571064832268
"30",NA,NA,NA,NA,NA,NA,NA,NA,0.0538275640800399,0.0645778164159649
"32.5",NA,NA,NA,NA,NA,NA,NA,NA,0.044365062559642,0.0646452102285071
"35",NA,NA,NA,NA,NA,NA,NA,NA,0.0402636588325506,0.0571416732707418
"37.5",NA,NA,NA,NA,NA,NA,NA,NA,0.0406058339193823,0.0607655097091582
"40",NA,NA,NA,NA,NA,NA,NA,NA,0.0469864535888404,0.0607014584227358
