"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0384017190579909,0.0333014102670782,0.0121521070859518,NA,NA,NA,NA,NA,0.071331599819125,0.0188070915946165
"12.5",0.0370519376674497,0.0357301671917656,0.00977734142996136,NA,NA,NA,NA,NA,0.0868597436107408,0.0224188889181951
"15",0.0392542262290357,0.0338859320152005,0.00494399614825227,NA,NA,NA,NA,NA,0.084865472636434,0.0200105439374241
"17.5",0.0395771779096191,0.0383633971043212,0.00567679082662206,NA,NA,NA,NA,NA,0.0901695067549626,0.0199015604721907
"20",0.0384831221345722,0.0349096237053375,0.00574735553788885,NA,NA,NA,NA,NA,0.091693068471275,0.0193039573441617
"22.5",0.040009689351147,0.0364607328790879,0.00135998949052634,NA,NA,NA,NA,NA,0.0890644410876388,0.0195457858854077
"25",0.0382239524396571,0.0305257724675059,0.00182687819969362,NA,NA,NA,NA,NA,0.0902979062658656,0.0205200390090312
"27.5",0.0495237660206568,0.0289707830368991,0.00181892694776972,NA,NA,NA,NA,NA,0.1097650752081,0.0208977857930934
"30",0.0467839237504857,0.0337249863780689,0.000885298128001408,NA,NA,NA,NA,NA,0.103536022114785,0.0210578372993575
"32.5",0.0477908697706526,0.0366387314870532,0.00134694505848354,NA,NA,NA,NA,NA,0.118692748123788,0.0198731172582102
"35",0.0425177547782973,0.0325429986584745,0.00195024452943397,NA,NA,NA,NA,NA,0.1205177225204,0.0185614336525698
"37.5",0.0440578459032982,0.0309319570154914,0.00691713884476756,NA,NA,NA,NA,NA,0.139155207758844,0.0221255374184637
"40",0.0445975124817617,0.0344442034958278,0.00220657483767125,NA,NA,NA,NA,NA,0.124749848134326,0.0235633699616946
