"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.03264459473362,0.0233827431416083,0.0108838564018847,NA,NA,NA,NA,NA,0.057871833915337,0.0211068288103338
"12.5",0.0319195592362145,0.0243809822049906,0.00984366568184803,NA,NA,NA,NA,NA,0.0743843738925705,0.022099958630389
"15",0.0335329847147932,0.024471125251903,0.0080638901231586,NA,NA,NA,NA,NA,0.0739456085386578,0.0204927131521121
"17.5",0.0337967197463302,0.028678627113931,0.00864151601522428,NA,NA,NA,NA,NA,0.0792216798411925,0.0211416486866686
"20",0.0338903864172635,0.026806107855967,0.00901180722390771,NA,NA,NA,NA,NA,0.0807241306254902,0.0194073823926869
"22.5",0.0353944958958037,0.0304366869294495,0.00708514616977254,NA,NA,NA,NA,NA,0.0808677827151868,0.0192505062997044
"25",0.0345513860694549,0.0267395199825118,0.00724385427881575,NA,NA,NA,NA,NA,0.0822105173990385,0.0219684311581542
"27.5",0.0432497155941736,0.0240096654062167,0.00677830089890318,NA,NA,NA,NA,NA,0.100299020350012,0.0211807249657922
"30",0.0419604372747925,0.0291351350367309,0.00658140579180394,NA,NA,NA,NA,NA,0.0946592662343892,0.0214120074764915
"32.5",0.0421421289757038,0.0316904658532082,0.00664264149793791,NA,NA,NA,NA,NA,0.109586382417866,0.0189944835999335
"35",0.0398138479485751,0.0309288307262156,0.00619024831532297,NA,NA,NA,NA,NA,0.113924910083821,0.0191019616752239
"37.5",0.0402260327120263,0.0273220695495913,0.00835300724801786,NA,NA,NA,NA,NA,0.132079954103941,0.0219710781139679
"40",0.0409816880146624,0.0312898533854522,0.00605554007271929,NA,NA,NA,NA,NA,0.118553243145284,0.0222945633847386
