"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0588400460796978,0.135399750900233,0.223939310744135,NA,NA,NA,NA,NA,0.0612657628972351,0.042570206769284
"12.5",0.0670415347059165,0.173213043425132,0.175832626932716,NA,NA,NA,NA,NA,0.0682338555754406,0.0403812514407187
"15",0.0764281707544775,0.22683500839708,0.185321158189768,NA,NA,NA,NA,NA,0.0825859940348097,0.0397109014450018
"17.5",0.0873050225750248,0.254158776502628,0.161069153450107,NA,NA,NA,NA,NA,0.0838146346644619,0.0406152086743749
"20",0.107096673224246,0.274659011166236,0.136357556701384,NA,NA,NA,NA,NA,0.133376962653461,0.0467560569494367
"22.5",0.106383970848324,0.292347968974433,0.141515406989788,NA,NA,NA,NA,NA,0.149404053440376,0.0510416544127201
"25",0.133988444788436,0.250170333655082,0.161083640422793,NA,NA,NA,NA,NA,0.157662292865088,0.0649725449856888
"27.5",0.130042218804858,0.291715643619531,0.0761214692754782,NA,NA,NA,NA,NA,0.195666870789012,0.0696371762618456
"30",0.114428107493789,0.307541331716723,0.0914239941807613,NA,NA,NA,NA,NA,0.139797994872383,0.0635403656005926
"32.5",0.216715652884053,0.298393018215217,0.10124487767687,NA,NA,NA,NA,NA,0.197415949210749,0.0674836954306142
"35",0.193687973442898,0.303962186973093,0.103437509045593,NA,NA,NA,NA,NA,0.155368228497079,0.0702774724660019
"37.5",0.231943077166193,0.29258254982051,0.05,NA,NA,NA,NA,NA,0.174328998419774,0.0716242765992762
"40",0.226698818038746,0.318304477946487,0.120753741073894,NA,NA,NA,NA,NA,0.237347396930912,0.0635612379767288
