"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0418040233545333,0.0599667792047838,0.00622389214191787,NA,NA,NA,NA,NA,0.0459417851891593,0.0258371709668026
"12.5",0.0479230034405818,0.0631167450855683,0.00250843163508543,NA,NA,NA,NA,NA,0.0599223280131931,0.0220542139359716
"15",0.0519204545498558,0.0587563567479532,0.00236887922346181,NA,NA,NA,NA,NA,0.0579366289076188,0.0204758636317644
"17.5",0.0531780597268047,0.0631505019619139,0.0036485668206027,NA,NA,NA,NA,NA,0.0486372911759957,0.0227799473391365
"20",0.0681097050476642,0.0638878831487876,0.00260005431562308,NA,NA,NA,NA,NA,0.117179636524343,0.0203614301047212
"22.5",0.102294190713197,0.0527557672749185,0.00229459290167327,NA,NA,NA,NA,NA,0.0915051660222161,0.021744316180913
"25",0.117357913119128,0.0615925271510996,0.00215434724689681,NA,NA,NA,NA,NA,0.0780432048201884,0.0230851844790918
"27.5",0.112875105955069,0.0651711774581146,0,NA,NA,NA,NA,NA,0.0917513368058198,0.0239957941330319
"30",0.102886890368003,0.0601050948917563,0.00246357385071623,NA,NA,NA,NA,NA,0.0941824751718097,0.02273952595418
"32.5",0.122620708876535,0.0598735597923773,0.000821385257381912,NA,NA,NA,NA,NA,0.125338997025514,0.0212447574501701
"35",0.144777498108074,0.0659116499868906,0.000584385769575657,NA,NA,NA,NA,NA,0.125635434954336,0.0262864959793403
"37.5",0.110765806280401,0.0545067442852109,0,NA,NA,NA,NA,NA,0.122405445389039,0.0245662832385019
"40",0.147635684779929,0.0561120920795107,0.00116396177973094,NA,NA,NA,NA,NA,0.0958343069338781,0.0255820645174036
