"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.835877609561753,0.868985179282869,0.911122549800797,NA,NA,NA,NA,NA,0.835881752988048,0.842906135458167
"12.5",0.834843346613546,0.862593784860558,0.92416,NA,NA,NA,NA,NA,0.834676334661355,0.839147729083665
"15",0.834130996015936,0.88691984063745,0.93636780876494,NA,NA,NA,NA,NA,0.83223171314741,0.839806852589641
"17.5",0.842907410358566,0.889478884462151,0.942828047808765,NA,NA,NA,NA,NA,0.837088446215139,0.83382406374502
"20",0.841240796812749,0.895126693227092,0.950075856573705,NA,NA,NA,NA,NA,0.820421354581673,0.840659123505976
"22.5",0.817636334661355,0.907875378486056,0.955410677290837,NA,NA,NA,NA,NA,0.816755697211155,0.838702788844622
"25",0.829691155378486,0.901286055776892,0.959949003984064,NA,NA,NA,NA,NA,0.834099123505976,0.837639203187251
"27.5",0.815669482071713,0.911262788844622,0.962339442231076,NA,NA,NA,NA,NA,0.809925099601594,0.837531792828685
"30",0.843099282868526,0.916361752988048,0.964761115537849,NA,NA,NA,NA,NA,0.830280478087649,0.837185338645418
"32.5",0.83211984063745,0.919124462151394,0.967699442231076,NA,NA,NA,NA,NA,0.800810517928287,0.839996812749004
"35",0.820075856573705,0.915465498007968,0.970170517928287,NA,NA,NA,NA,NA,0.800146613545817,0.837995219123506
"37.5",0.846071394422311,0.92755187250996,0.971838087649402,NA,NA,NA,NA,NA,0.804405737051793,0.834843665338645
"40",0.816662948207171,0.926285896414343,0.9736796812749,NA,NA,NA,NA,NA,0.831386135458167,0.8320803187251
