"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.799138006166222,0.694948710739738,0.203887380963585,NA,NA,NA,NA,NA,0.787057985656942,0.846672287175898
"12.5",0.777715661007594,0.650479492044389,0.115869559080098,NA,NA,NA,NA,NA,0.76948697438392,0.840620180007065
"15",0.765389734892522,0.529007022133997,0.141448037824235,NA,NA,NA,NA,NA,0.756029723798424,0.842548639625746
"17.5",0.74871498190627,0.511582916036278,0.100632623542449,NA,NA,NA,NA,NA,0.731937225035576,0.837909098232806
"20",0.737093238450978,0.509489144607414,0.0650326390625464,NA,NA,NA,NA,NA,0.708928094072988,0.845887322344965
"22.5",0.71790314741639,0.455058284665816,0.0542452693218944,NA,NA,NA,NA,NA,0.695252271341951,0.833950121699964
"25",0.679575272403617,0.459758409464151,0.0755737975173121,NA,NA,NA,NA,NA,0.673861738248489,0.830124054393955
"27.5",0.688101032386397,0.334534128097239,0.0190214488785587,NA,NA,NA,NA,NA,0.66203696440949,0.825699386538535
"30",0.695279917130336,0.404717457492648,0.0266624625553886,NA,NA,NA,NA,NA,0.685436653044765,0.829145834679204
"32.5",0.633041430859358,0.417142796663004,0.0287377464045441,NA,NA,NA,NA,NA,0.637359377842845,0.834637143167142
"35",0.64844698053422,0.40694348912709,0.0298061312774984,NA,NA,NA,NA,NA,0.630320496070319,0.838092275286677
"37.5",0.637098560769148,0.341562623056941,0.00707106781186548,NA,NA,NA,NA,NA,0.630378234657735,0.839976380246383
"40",0.62087188554322,0.372353386911261,0.0347197381976249,NA,NA,NA,NA,NA,0.591095214679807,0.8351004396003
