"","V1","V2","V3"
"1",0.904490831865741,0.965461514555061,0.959349425049208
"2",0.914643116129701,0.967481611934114,0.959349425049208
"3",0.922785662488346,0.964425567181187,0.959349425049208
"4",0.909551434787113,0.962395110328395,0.959349425049208
"5",0.928799336993681,0.973562623018751,0.959349425049208
"6",0.912534963223868,0.969501709313167,0.959349425049208
"7",0.903480783176215,0.962410649539003,0.959349425049208
"8",0.903423806070652,0.958334196622811,0.959349425049208
"9",0.922739044856521,0.973578162229359,0.959349425049208
"10",0.91767844193515,0.976634206982285,0.959349425049207
"11",0.910535584792293,0.965440795607583,0.959349425049208
"12",0.923785351704133,0.970522117476432,0.959349425049207
"13",0.913560551124003,0.970532476950171,0.959349425049208
"14",0.906531648192272,0.967476432197244,0.959349425049207
"15",0.901465865534031,0.968507199834248,0.959349425049208
"16",0.903423806070652,0.966456024033979,0.959349425049208
"17",0.914617217445354,0.970516937739563,0.959349425049208
"18",0.909556614523982,0.963431057702269,0.959349425049208
"19",0.91865741220346,0.970516937739563,0.959349425049208
"20",0.911597430850513,0.970527297213302,0.959349425049208
"21",0.918678131150938,0.968486480886771,0.959349425049207
"22",0.912581580855693,0.966466383507718,0.959349425049208
"23",0.908551745571325,0.963415518491661,0.959349425049208
"24",0.910530405055423,0.961379881901999,0.959349425049208
"25",0.914643116129701,0.966476742981457,0.959349425049208
"26",0.917709520356366,0.967471252460375,0.959349425049208
"27",0.918709209572154,0.964441106391795,0.959349425049208
"28",0.906448772402362,0.964435926654926,0.959349425049208
"29",0.890256914948721,0.961379881901999,0.959349425049208
"30",0.906510929244794,0.96342069822853,0.959349425049207
"31",0.904475292655133,0.961379881901999,0.959349425049207
"32",0.906516108981664,0.969501709313167,0.959349425049208
"33",0.914627576919093,0.967471252460375,0.959349425049208
"34",0.927835905935978,0.966466383507718,0.959349425049208
"35",0.919708898787941,0.973588521703098,0.959349425049207
"36",0.900440277633896,0.966456024033979,0.959349425049208
"37",0.913617528229566,0.972562933802963,0.959349425049207
"38",0.906500569771056,0.966466383507718,0.959349425049208
"39",0.925805449083187,0.971552885113436,0.959349425049207
"40",0.924826478814876,0.969512068786906,0.959349425049208
"41",0.908525846886978,0.970548016160779,0.959349425049207
"42",0.91767844193515,0.966456024033979,0.959349425049208
"43",0.912623018750647,0.969532787734383,0.959349425049208
"44",0.908515487413239,0.962395110328395,0.959349425049208
"45",0.915622086398011,0.966461203770849,0.959349425049208
"46",0.913622707966435,0.964425567181187,0.959349425049208
"47",0.90851030767637,0.962400290065265,0.959349425049208
"48",0.91358644980835,0.962395110328395,0.959349425049207
"49",0.898326944991194,0.967471252460375,0.959349425049208
"50",0.923795711177872,0.972578473013571,0.959349425049208
"51",0.896369004454574,0.97053765668704,0.959349425049207
"52",0.92479540039366,0.965451155081322,0.959349425049207
"53",0.915622086398011,0.967471252460375,0.959349425049208
"54",0.910577022687247,0.962395110328395,0.959349425049207
"55",0.903444525018129,0.964425567181187,0.959349425049208
"56",0.920718947477468,0.964435926654926,0.959349425049208
"57",0.906453952139231,0.964425567181187,0.959349425049207
"58",0.903449704754998,0.966456024033979,0.959349425049207
"59",0.913596809282089,0.966471563244587,0.959349425049208
"60",0.915622086398011,0.966466383507718,0.959349425049208
"61",0.897342794986015,0.963410338754791,0.959349425049208
"62",0.891277323111986,0.964441106391795,0.959349425049208
"63",0.912607479540039,0.966481922718326,0.959349425049207
"64",0.894343727338651,0.965440795607583,0.959349425049208
"65",0.903465243965607,0.962395110328395,0.959349425049208
"66",0.912581580855693,0.964435926654926,0.959349425049207
"67",0.918704029835284,0.971547705376567,0.959349425049208
"68",0.916678752719362,0.971547705376567,0.959349425049208
"69",0.91464829586657,0.962395110328395,0.959349425049208
"70",0.908520667150109,0.972547394592355,0.959349425049208
"71",0.904475292655133,0.964425567181187,0.959349425049208
"72",0.939018957836942,0.971532166165959,0.959349425049208
"73",0.922775303014607,0.966456024033979,0.959349425049208
"74",0.908494768465762,0.966466383507718,0.959349425049208
"75",0.906474671086709,0.965440795607583,0.959349425049208
"76",0.910571842950378,0.964430746918057,0.959349425049208
"77",0.899404330260023,0.962395110328395,0.959349425049208
"78",0.913601989018958,0.966456024033979,0.959349425049208
"79",0.915647985082358,0.962395110328395,0.959349425049208
"80",0.908448150833938,0.971532166165959,0.959349425049208
"81",0.916642494561276,0.968486480886771,0.959349425049208
"82",0.926846576193929,0.972562933802963,0.959349425049208
"83",0.909541075313374,0.967471252460375,0.959349425049208
"84",0.915647985082358,0.966466383507718,0.959349425049208
"85",0.919703719051072,0.970522117476432,0.959349425049208
"86",0.918724748782762,0.965440795607583,0.959349425049208
"87",0.904475292655133,0.963410338754791,0.959349425049208
"88",0.91971925826168,0.969522428260644,0.959349425049207
"89",0.902429296591733,0.969501709313167,0.959349425049208
"90",0.905506060292137,0.962395110328395,0.959349425049208
"91",0.914586139024138,0.967471252460375,0.959349425049208
"92",0.90343934528126,0.967481611934114,0.959349425049208
"93",0.914643116129701,0.970522117476432,0.959349425049208
"94",0.919698539314203,0.968486480886771,0.959349425049208
"95",0.921728996166995,0.969512068786906,0.959349425049208
"96",0.912607479540039,0.969501709313167,0.959349425049208
"97",0.902403397907386,0.963410338754791,0.959349425049208
"98",0.902413757381125,0.967491971407852,0.959349425049207
"99",0.930876411478297,0.973572982492489,0.959349425049208
"100",0.914617217445354,0.970532476950171,0.959349425049208
