PREC,TEMP,WIND_SPEED,RH,DMG
0.0,291.54999999999995,1.8,28.0,1
0.0,293.34999999999997,2.4,25.6,1
0.0,291.04999999999995,3.7,16.1,1
0.0,292.65,0.8,23.7,1
0.0,292.54999999999995,1.8,19.8,1
0.0,292.45,0.7,26.2,1
0.0,291.45,2.0,29.0,1
0.0,289.54999999999995,2.6,29.8,1
0.0,290.15,3.6,38.2,1
0.0,285.45,1.3,42.0,1
0.0,279.54999999999995,1.1,59.8,1
0.0,286.34999999999997,1.8,29.2,1
0.0,290.25,2.1,21.5,1
0.0,291.95,0.6,19.1,1
0.0,292.25,2.0,22.5,1
0.0,290.95,1.8,24.0,1
0.0,291.04999999999995,1.6,28.0,1
0.0,288.25,2.8,38.4,1
0.0,289.45,3.4,16.0,1
0.0,289.45,2.4,28.4,1
0.0,288.34999999999997,2.0,28.4,1
0.0,286.75,1.6,38.0,1
0.0,274.75,0.4,90.2,1
0.0,285.04999999999995,3.0,36.5,1
0.0,284.84999999999997,1.3,44.0,1
0.0,289.34999999999997,3.5,26.0,1
0.0,291.15,5.1,30.7,1
0.0,290.95,3.3,26.2,1
0.0,290.54999999999995,3.9,34.6,1
0.0,289.65,0.8,26.0,1
0.0,290.15,3.7,29.8,1
0.0,290.04999999999995,3.9,20.5,1
0.0,287.25,3.9,37.5,1
0.0,286.45,1.6,30.2,1
0.0,282.34999999999997,1.7,76.7,1
0.0,286.15,5.2,18.0,1
0.0,292.75,3.4,16.0,1
0.0,289.04999999999995,4.0,16.8,1
0.0,288.45,5.2,22.0,1
0.0,289.54999999999995,3.6,17.1,1
0.0,292.54999999999995,2.4,27.3,1
0.0,288.65,2.3,25.5,1
0.0,290.04999999999995,3.1,37.4,1
0.0,288.15,2.0,38.0,1
0.0,287.34999999999997,2.2,56.6,1
0.0,287.54999999999995,3.0,76.2,1
0.0,291.34999999999997,3.0,37.9,1
0.0,291.25,2.4,39.6,1
0.0,295.04999999999995,2.9,27.0,1
0.0,288.95,2.5,49.0,1
0.0,293.04999999999995,2.4,41.8,1
0.0,292.25,1.6,41.7,1
0.0,288.45,1.7,46.0,1
0.0,289.04999999999995,5.0,0.0,1
0.0,288.25,1.7,45.4,1
0.0,293.34999999999997,2.5,47.7,1
0.0,285.54999999999995,1.1,36.2,1
0.0,283.15,2.6,51.0,1
0.0,282.45,1.6,48.8,1
0.0,284.04999999999995,1.6,36.6,1
0.0,285.34999999999997,2.9,23.5,1
0.0,285.65,4.6,22.2,1
0.0,290.45,3.0,17.0,1
0.0,285.95,4.4,29.5,1
0.0,287.15,3.4,26.0,1
0.0,284.45,6.5,38.8,1
0.0,286.54999999999995,3.2,30.6,1
0.0,282.15,2.7,35.0,1
0.0,280.54999999999995,5.0,31.8,1
0.0,284.15,6.2,19.3,1
0.0,283.54999999999995,5.7,41.2,1
0.0,285.04999999999995,6.8,26.0,1
0.0,286.15,12.9,31.3,1
0.0,283.04999999999995,6.5,32.4,1
0.0,285.15,3.5,30.8,1
0.0,283.95,6.0,35.8,1
0.0,282.25,5.5,44.3,1
0.0,290.84999999999997,3.4,41.2,1
0.0,289.15,7.8,35.5,1
0.0,282.15,6.0,61.5,1
0.0,287.34999999999997,6.8,50.7,1
0.0,292.75,2.6,49.5,1
0.0,282.54999999999995,5.9,73.2,1
0.0,287.15,3.8,65.4,1
0.0,277.65,2.6,80.9,1
0.0,281.04999999999995,1.3,64.4,1
0.0,291.95,3.6,19.6,1
0.0,289.04999999999995,3.2,23.3,1
0.0,289.84999999999997,2.0,20.5,1
0.0,289.95,2.1,25.9,1
0.0,287.95,1.5,22.0,1
0.0,290.34999999999997,2.6,28.9,1
0.0,287.95,2.8,29.4,1
0.0,284.54999999999995,1.6,47.2,1
0.0,279.95,2.3,84.7,1
0.0,288.95,2.8,35.5,1
0.0,288.84999999999997,3.1,25.9,1
0.0,286.45,5.5,31.3,1
0.0,282.34999999999997,4.6,28.2,1
0.0,282.95,1.3,27.8,1
0.0,279.15,1.9,43.8,1
0.0,273.45,0.8,54.8,1
0.0,276.04999999999995,5.8,45.5,1
0.0,277.45,5.7,39.2,1
0.0,280.54999999999995,6.4,24.7,1
0.0,281.95,4.7,21.7,1
0.0,283.95,3.1,34.0,1
0.0,280.95,7.7,26.6,1
0.0,280.15,3.6,42.1,1
0.0,281.84999999999997,3.7,21.2,1
0.0,281.75,4.6,25.7,1
0.0,283.45,5.4,28.8,1
0.0,282.65,4.4,28.7,1
0.0,283.45,3.8,16.5,1
0.0,283.15,3.2,17.0,1
0.0,283.75,3.4,32.8,1
0.0,283.84999999999997,4.7,19.2,1
0.0,281.25,5.1,44.2,1
0.0,282.95,4.3,18.2,1
0.0,279.54999999999995,3.9,25.1,1
0.0,281.15,2.5,29.6,1
0.0,276.34999999999997,4.6,28.0,1
0.0,284.54999999999995,2.7,45.0,1
0.0,284.45,2.6,55.8,1
0.0,283.84999999999997,3.7,41.3,1
0.0,284.34999999999997,2.0,26.2,1
0.0,288.25,1.0,29.0,1
0.0,287.95,1.7,27.0,1
0.0,289.75,1.3,28.5,1
0.0,290.54999999999995,1.8,21.0,1
0.0,289.15,1.8,38.5,1
0.0,289.34999999999997,1.8,20.5,1
0.0,289.25,2.0,29.2,1
0.0,291.15,2.3,22.0,1
0.0,287.54999999999995,1.8,25.0,1
0.0,286.34999999999997,1.6,31.4,1
0.0,285.84999999999997,2.2,16.9,1
0.0,284.15,1.5,17.0,1
0.0,285.15,3.6,54.2,1
0.0,286.34999999999997,1.5,17.8,1
0.0,286.15,2.5,21.0,1
0.0,285.45,2.0,31.7,1
0.0,280.54999999999995,1.4,31.4,1
0.0,281.34999999999997,2.0,25.0,1
0.0,279.15,1.4,20.8,1
0.0,278.25,2.0,40.0,1
0.0,280.45,2.3,26.2,1
0.0,280.34999999999997,2.5,36.0,1
0.0,278.04999999999995,4.9,24.0,1
0.0,275.15,5.8,58.0,1
0.0,277.25,4.7,46.7,1
0.0,281.25,4.0,33.4,1
0.0,284.75,4.4,69.0,1
0.0,284.45,2.0,45.3,1
0.0,284.34999999999997,1.4,45.9,1
0.0,281.34999999999997,2.2,49.8,1
0.0,272.75,2.0,49.8,1
0.0,286.84999999999997,2.3,52.8,1
0.0,278.95,1.0,50.0,1
0.0,286.95,2.6,26.0,1
0.0,278.45,1.1,49.5,1
0.0,286.34999999999997,3.2,74.3,1
0.0,286.84999999999997,2.2,49.1,1
0.0,277.95,0.5,70.4,1
0.0,285.95,2.2,24.3,1
0.0,286.75,1.9,22.9,1
0.0,287.15,3.0,24.8,1
0.0,285.45,1.9,27.0,1
0.0,278.34999999999997,1.0,47.8,1
0.0,274.65,0.6,53.8,1
0.0,280.84999999999997,1.4,34.6,1
0.0,275.75,0.9,69.8,1
0.0,269.45,0.2,86.8,1
0.0,274.15,0.0,60.5,1
0.0,274.34999999999997,1.6,48.2,1
0.0,272.65,1.3,42.2,1
0.0,273.04999999999995,2.8,39.2,1
0.0,280.15,2.8,24.0,1
0.0,278.25,2.9,41.0,1
0.0,276.15,2.0,31.2,1
0.0,279.95,5.0,28.3,1
0.0,274.15,2.5,49.0,1
0.0,274.45,2.6,45.2,1
0.0,276.65,2.9,44.0,1
0.0,270.04999999999995,1.7,73.3,1
0.0,277.45,1.7,18.5,1
0.0,269.65,1.4,40.5,1
0.0,281.34999999999997,2.6,27.5,1
0.0,275.95,1.4,48.2,1
0.0,274.04999999999995,1.7,48.0,1
0.0,275.45,1.1,58.8,1
0.0,275.95,1.4,53.2,1
0.0,278.34999999999997,2.8,49.3,1
0.0,280.95,2.2,56.7,1
0.0,278.15,2.8,45.2,1
0.0,277.84999999999997,2.0,69.4,1
0.0,283.15,1.3,38.7,1
0.0,280.95,3.8,42.2,1
0.0,279.84999999999997,3.2,58.0,1
0.0,279.65,2.5,49.0,1
0.0,278.34999999999997,6.4,49.1,1
0.0,283.84999999999997,1.0,29.8,1
0.0,282.04999999999995,1.3,47.3,1
0.0,280.04999999999995,1.3,56.0,1
0.0,281.04999999999995,1.0,25.5,1
0.0,277.15,1.0,33.0,1
0.0,280.34999999999997,1.4,29.7,1
0.0,274.54999999999995,1.1,33.5,1
0.0,278.15,2.8,30.4,1
0.0,275.34999999999997,0.0,45.7,1
0.0,277.75,6.2,46.5,1
0.0,277.54999999999995,3.5,24.7,1
0.0,272.75,1.3,41.7,1
0.0,281.54999999999995,-0.4,38.5,1
0.0,281.84999999999997,3.9,59.0,1
0.0,277.95,3.0,46.0,1
0.0,276.75,0.7,46.2,1
0.0,274.95,1.8,53.2,1
0.0,278.45,3.2,39.4,1
0.0,260.54999999999995,12.4,40.9,1
0.0,271.04999999999995,3.8,41.5,1
0.0,280.15,0.6,48.8,1
0.0,271.75,1.1,61.4,1
0.0,273.25,1.2,31.7,1
0.0,284.15,1.7,20.8,1
0.0,274.25,0.7,63.7,1
0.0,275.65,1.2,65.2,1
0.0,280.65,2.2,52.0,1
0.0,280.15,1.4,55.2,1
0.0,280.95,2.0,49.6,1
0.0,274.95,0.8,70.2,1
0.0,272.45,3.7,52.0,1
0.0,287.54999999999995,1.2,50.8,1
0.0,286.95,3.0,49.4,1
0.0,279.95,1.0,36.2,1
0.0,276.95,1.0,30.8,1
0.0,281.45,1.1,29.4,1
0.0,277.45,0.9,46.0,1
0.0,276.45,1.7,36.2,1
0.0,279.15,1.9,23.1,1
0.0,277.34999999999997,5.8,53.2,1
0.0,277.95,6.2,59.6,1
0.0,281.15,1.2,56.0,1
0.0,274.54999999999995,1.3,51.3,1
0.0,259.84999999999997,0.3,79.8,1
0.0,278.04999999999995,5.9,52.7,1
0.0,269.04999999999995,3.7,28.8,1
0.0,275.54999999999995,2.0,36.3,1
0.0,275.75,2.6,38.4,1
0.0,282.84999999999997,1.0,58.0,1
0.0,284.45,2.6,36.9,1
0.0,266.34999999999997,0.5,94.5,1
0.0,281.34999999999997,2.8,44.2,1
0.0,271.95,0.3,85.8,1
0.0,288.95,2.0,86.3,1
0.0,287.15,1.3,77.8,1
0.0,276.25,0.6,71.5,1
0.0,280.54999999999995,0.8,40.2,1
0.0,284.45,0.4,45.2,1
0.0,287.95,1.5,51.3,1
0.0,291.54999999999995,1.1,32.0,1
0.0,287.84999999999997,4.2,46.0,1
0.0,291.65,2.4,29.8,1
0.0,288.95,1.6,27.0,1
0.0,286.95,1.0,31.0,1
0.0,279.15,0.6,66.0,1
0.0,284.45,1.7,25.2,1
0.0,286.75,2.4,32.7,1
0.0,290.34999999999997,1.5,45.2,1
0.0,290.34999999999997,3.5,31.0,1
0.0,289.15,4.1,52.4,1
0.0,294.54999999999995,1.9,49.7,1
0.0,286.15,1.7,75.5,1
0.0,294.54999999999995,4.2,47.2,1
0.0,297.15,5.2,38.8,1
0.0,296.45,3.3,38.7,1
0.0,290.15,1.5,33.1,1
0.0,295.95,1.5,68.0,1
0.0,294.15,1.0,58.5,1
0.0,273.15,1.5,52.4,1
0.0,273.15,2.0,56.8,1
0.0,273.15,2.9,63.8,1
0.0,273.15,4.3,55.4,1
0.0,273.15,3.4,53.2,1
0.0,273.15,2.9,40.4,1
0.0,273.15,2.2,48.5,1
0.0,273.15,4.0,46.1,1
0.0,273.15,1.6,45.2,1
0.0,273.15,0.8,79.2,1
0.0,273.15,6.1,41.4,1
0.0,273.15,3.2,36.2,1
0.0,273.15,3.3,28.5,1
0.0,273.15,4.7,34.0,1
0.0,273.15,2.9,37.5,1
0.0,273.15,3.2,34.0,1
0.0,273.15,4.2,39.7,1
0.0,273.15,1.8,59.5,1
0.0,273.15,2.1,35.9,1
0.0,300.84999999999997,1.8,43.8,1
0.0,300.75,1.7,53.4,1
0.0,304.25,2.1,36.5,1
0.0,303.34999999999997,1.4,38.0,1
0.0,296.54999999999995,0.9,69.6,1
0.0,300.34999999999997,4.4,52.4,1
0.0,301.15,3.2,51.8,1
