PREC,TEMP,WIND_SPEED,RH,DMG
0.0,299.25,1.7,23.6,1
0.0,294.25,1.2,37.1,1
0.0,299.34999999999997,1.8,22.0,1
0.0,296.15,0.9,32.0,1
0.0,294.95,3.0,47.3,1
0.0,290.75,6.8,43.0,1
0.0,290.84999999999997,5.2,52.9,1
0.0,291.15,3.7,26.0,1
0.0,287.45,5.8,54.4,1
0.0,289.34999999999997,2.7,29.0,1
0.0,288.34999999999997,1.5,28.8,1
0.0,286.45,3.4,30.0,1
0.0,287.54999999999995,2.0,18.0,1
0.0,288.54999999999995,4.8,16.8,1
0.0,290.54999999999995,3.6,13.8,1
0.0,289.04999999999995,3.3,9.7,1
0.0,286.15,5.0,18.5,1
0.0,288.84999999999997,3.5,13.3,1
0.0,288.34999999999997,4.1,11.8,1
0.0,287.54999999999995,3.5,15.4,1
0.0,279.25,0.4,38.6,1
0.0,292.34999999999997,3.3,37.3,1
0.0,286.25,1.8,14.5,1
0.0,288.95,4.2,49.7,1
0.0,293.45,2.5,12.3,1
0.0,293.25,2.9,8.7,1
0.0,291.75,4.4,19.0,1
0.0,290.04999999999995,2.7,19.7,1
0.0,290.25,3.3,15.2,1
0.0,288.15,3.2,14.5,1
0.0,293.75,2.9,45.1,1
0.0,295.65,1.8,39.6,1
0.0,286.54999999999995,2.9,43.9,1
0.0,284.95,1.6,37.7,1
0.0,288.84999999999997,1.9,24.4,1
0.0,288.15,2.1,33.4,1
0.0,291.95,3.1,28.2,1
0.0,293.15,1.5,14.0,1
0.0,294.65,4.0,21.3,1
0.0,295.34999999999997,1.4,20.2,1
0.0,294.54999999999995,3.9,15.0,1
0.0,293.45,2.4,28.4,1
0.0,293.54999999999995,2.9,22.9,1
0.0,294.15,3.2,33.5,1
0.0,294.95,3.3,39.8,1
0.0,291.25,1.8,31.8,1
0.0,289.45,3.0,26.2,1
0.0,291.54999999999995,5.0,18.6,1
0.0,296.04999999999995,2.7,21.3,1
0.0,291.54999999999995,4.0,25.1,1
0.0,290.25,3.3,30.6,1
0.0,290.95,2.6,28.9,1
0.0,291.04999999999995,2.8,28.8,1
0.0,286.54999999999995,4.1,51.0,1
0.0,287.25,4.1,32.7,1
0.0,285.84999999999997,2.4,40.1,1
0.0,285.45,2.9,49.4,1
0.0,290.04999999999995,2.6,32.8,1
0.0,291.15,2.3,24.2,1
0.0,291.84999999999997,4.3,23.0,1
0.0,291.45,1.9,23.6,1
0.0,286.04999999999995,3.6,48.3,1
0.0,291.54999999999995,3.3,32.5,1
0.0,287.95,2.3,37.7,1
0.0,288.95,1.9,33.7,1
0.0,279.34999999999997,0.7,69.6,1
0.0,287.34999999999997,4.1,25.3,1
0.0,287.84999999999997,2.3,26.3,1
0.0,284.84999999999997,3.6,54.0,1
0.0,286.84999999999997,1.3,35.9,1
0.0,286.54999999999995,2.3,34.6,1
0.0,284.25,1.8,42.3,1
0.0,285.75,1.1,26.3,1
0.0,288.25,4.9,24.6,1
0.0,283.15,3.1,45.5,1
0.0,283.25,4.0,57.6,1
0.0,279.34999999999997,2.0,88.0,1
0.0,281.95,4.9,73.3,1
0.0,282.84999999999997,3.5,60.0,1
0.0,281.54999999999995,1.6,70.2,1
0.0,283.84999999999997,1.3,36.4,1
0.0,283.95,1.8,37.8,1
0.0,284.34999999999997,2.2,30.1,1
0.0,286.65,1.5,31.8,1
0.0,284.34999999999997,1.9,45.0,1
0.0,286.75,2.9,21.9,1
0.0,288.45,3.8,21.2,1
0.0,285.04999999999995,2.3,31.2,1
0.0,286.15,2.4,24.1,1
0.0,286.95,3.5,16.2,1
0.0,287.15,2.1,25.3,1
0.0,284.54999999999995,1.4,24.0,1
0.0,285.75,3.1,17.0,1
0.0,286.95,3.5,16.5,1
0.0,286.04999999999995,3.2,26.2,1
0.0,285.95,4.0,17.0,1
0.0,284.65,3.8,26.7,1
0.0,285.65,3.1,21.2,1
0.0,283.15,2.5,33.5,1
0.0,285.15,4.7,34.0,1
0.0,285.45,5.0,29.0,1
0.0,277.25,4.8,32.7,1
0.0,290.34999999999997,2.2,20.4,1
0.0,284.84999999999997,1.5,38.5,1
0.0,291.75,2.1,16.6,1
0.0,290.84999999999997,1.4,19.8,1
0.0,291.04999999999995,2.1,19.8,1
0.0,290.75,2.0,21.0,1
0.0,290.34999999999997,2.2,18.8,1
0.0,289.25,1.3,23.0,1
0.0,292.34999999999997,2.2,13.0,1
0.0,290.45,4.0,20.0,1
0.0,292.25,0.9,16.5,1
0.0,288.04999999999995,2.0,25.7,1
0.0,288.84999999999997,2.0,26.3,1
0.0,288.95,1.5,25.0,1
0.0,289.25,1.7,21.1,1
0.0,288.84999999999997,1.0,28.0,1
0.0,288.95,1.5,26.3,1
0.0,290.95,1.6,21.4,1
0.0,287.75,1.4,23.0,1
0.0,285.95,1.6,28.7,1
0.0,284.65,1.5,25.2,1
0.0,281.54999999999995,0.0,44.2,1
0.0,282.65,1.0,33.0,1
0.0,280.15,1.3,52.6,1
0.0,288.04999999999995,1.6,26.3,1
0.0,287.84999999999997,3.2,17.2,1
0.0,286.65,3.3,20.1,1
0.0,288.95,2.1,12.1,1
0.0,288.84999999999997,3.1,23.9,1
0.0,285.04999999999995,4.1,39.2,1
0.0,289.45,5.0,14.2,1
0.0,289.54999999999995,5.4,18.4,1
0.0,289.65,3.1,17.4,1
0.0,287.75,1.6,17.5,1
0.0,288.54999999999995,2.8,19.8,1
0.0,288.15,3.0,18.5,1
0.0,289.84999999999997,1.6,23.1,1
0.0,287.54999999999995,3.2,21.5,1
0.0,290.25,3.6,21.6,1
0.0,287.15,1.9,23.1,1
0.0,282.45,0.9,43.9,1
0.0,280.65,2.0,65.0,1
0.0,288.75,3.6,10.2,1
0.0,290.75,2.0,19.0,1
0.0,288.75,1.6,19.5,1
0.0,286.65,1.7,28.6,1
0.0,287.25,3.1,19.5,1
0.0,287.34999999999997,3.0,27.8,1
0.0,284.95,1.5,34.9,1
0.0,282.95,2.0,45.8,1
0.0,282.45,1.2,45.5,1
0.0,286.04999999999995,2.6,23.5,1
0.0,285.84999999999997,3.3,29.3,1
0.0,287.54999999999995,1.5,25.8,1
0.0,284.34999999999997,2.4,24.9,1
0.0,285.25,2.6,29.3,1
0.0,285.95,2.2,26.8,1
0.0,284.15,2.4,41.4,1
0.0,281.25,1.8,45.0,1
0.0,285.04999999999995,2.1,22.3,1
0.0,285.45,2.0,26.2,1
0.0,283.65,1.8,19.1,1
0.0,282.84999999999997,1.7,29.0,1
0.0,280.04999999999995,1.2,34.7,1
0.0,279.54999999999995,1.0,45.6,1
0.0,278.04999999999995,3.6,74.0,1
0.0,284.54999999999995,2.7,28.2,1
0.0,284.25,3.7,24.5,1
0.0,280.34999999999997,6.5,28.0,1
0.0,282.45,2.6,39.4,1
0.0,280.45,2.6,44.0,1
0.0,283.75,1.8,35.4,1
0.0,280.54999999999995,2.6,44.0,1
0.0,277.15,0.9,74.7,1
0.0,285.75,2.1,29.2,1
0.0,288.54999999999995,1.0,14.8,1
0.0,285.04999999999995,3.0,28.5,1
0.0,288.65,2.1,17.7,1
0.0,283.75,4.1,37.2,1
0.0,283.34999999999997,4.2,40.5,1
0.0,284.95,2.5,33.7,1
0.0,281.15,1.1,48.8,1
0.0,286.04999999999995,1.8,41.8,1
0.0,286.45,3.6,24.7,1
0.0,287.65,2.5,19.7,1
0.0,285.45,3.0,44.7,1
0.0,288.75,2.1,17.1,1
0.0,287.54999999999995,5.7,39.8,1
0.0,285.84999999999997,3.0,27.2,1
0.0,287.54999999999995,1.2,26.0,1
0.0,287.65,2.9,24.2,1
0.0,288.54999999999995,1.7,16.2,1
0.0,289.34999999999997,1.8,18.2,1
0.0,288.84999999999997,2.5,19.3,1
0.0,283.65,3.9,47.0,1
0.0,288.15,2.4,20.3,1
0.0,290.15,2.0,12.7,1
0.0,289.25,2.4,11.0,1
0.0,285.45,2.2,21.3,1
0.0,285.75,0.6,34.7,1
0.0,287.65,3.8,11.8,1
0.0,287.15,1.7,20.0,1
0.0,287.34999999999997,3.2,16.5,1
0.0,285.04999999999995,2.1,22.6,1
0.0,285.75,1.2,17.0,1
0.0,285.15,2.0,26.4,1
0.0,285.54999999999995,2.2,18.8,1
0.0,287.65,2.1,19.6,1
0.0,282.75,1.6,26.2,1
0.0,284.34999999999997,1.7,30.0,1
0.0,285.65,1.2,17.7,1
0.0,279.45,0.9,33.9,1
0.0,275.25,0.5,47.4,1
0.0,278.15,0.0,29.7,1
0.0,283.34999999999997,3.1,31.9,1
0.0,284.54999999999995,3.2,23.6,1
0.0,284.75,3.3,18.8,1
0.0,281.84999999999997,4.3,20.0,1
0.0,285.15,2.4,14.3,1
0.0,282.04999999999995,3.6,28.1,1
0.0,275.54999999999995,1.6,26.8,1
0.0,280.45,2.1,47.4,1
0.0,282.15,1.8,24.3,1
0.0,281.45,3.3,35.2,1
0.0,279.25,1.1,31.6,1
0.0,280.15,1.2,34.5,1
0.0,278.54999999999995,1.6,38.8,1
0.0,277.25,1.8,46.7,1
0.0,281.54999999999995,6.9,52.9,1
0.0,280.65,2.2,26.5,1
0.0,277.54999999999995,4.4,32.2,1
0.0,276.95,3.3,39.4,1
0.0,274.65,4.8,23.8,1
0.0,276.25,2.4,28.7,1
0.0,277.75,4.8,30.8,1
0.0,281.65,5.0,15.0,1
0.0,280.75,5.6,20.0,1
0.0,287.54999999999995,1.4,25.2,1
0.0,286.65,1.2,21.1,1
0.0,285.45,2.7,25.8,1
0.0,285.45,1.2,19.3,1
0.0,285.45,2.6,35.7,1
0.0,284.75,2.4,35.0,1
0.0,272.84999999999997,0.5,90.0,1
0.0,283.15,2.2,49.5,1
0.0,285.15,3.4,33.8,1
0.0,284.15,1.8,33.1,1
0.0,284.04999999999995,2.4,28.8,1
0.0,283.25,2.4,33.8,1
0.0,273.34999999999997,0.5,75.3,1
0.0,271.45,0.4,56.4,1
0.0,281.15,2.2,28.8,1
0.0,279.25,3.4,38.5,1
0.0,279.25,1.6,64.2,1
0.0,278.54999999999995,2.1,27.3,1
0.0,276.65,0.7,57.5,1
0.0,280.15,3.9,49.8,1
0.0,279.34999999999997,0.8,29.3,1
0.0,278.25,1.8,35.7,1
0.0,285.54999999999995,4.4,67.4,1
0.0,283.34999999999997,5.2,30.8,1
0.0,283.34999999999997,3.5,21.5,1
0.0,277.84999999999997,1.7,33.0,1
0.0,277.65,2.7,15.7,1
0.0,273.65,2.7,27.3,1
0.0,278.75,4.9,15.8,1
0.0,287.34999999999997,2.4,19.0,1
0.0,285.95,7.9,54.3,1
0.0,287.54999999999995,2.0,38.9,1
0.0,288.95,6.9,53.5,1
0.0,282.25,6.4,89.3,1
0.0,282.75,1.4,38.0,1
0.0,282.04999999999995,2.6,44.8,1
0.0,281.04999999999995,1.5,30.2,1
0.0,278.34999999999997,1.8,34.8,1
0.0,285.15,2.3,18.2,1
0.0,283.54999999999995,2.2,25.9,1
0.0,280.04999999999995,1.4,35.0,1
0.0,279.54999999999995,1.8,27.2,1
0.0,282.04999999999995,2.6,30.0,1
0.0,276.75,2.8,27.3,1
0.0,276.45,3.8,38.2,1
0.0,276.95,4.9,33.2,1
0.0,275.34999999999997,3.0,33.0,1
0.0,274.45,3.6,46.5,1
0.0,272.54999999999995,3.6,58.8,1
0.0,268.95,3.6,27.5,1
0.0,271.04999999999995,3.7,45.2,1
0.0,273.45,2.8,22.8,1
0.0,274.75,5.6,25.0,1
0.0,278.95,2.0,25.8,1
0.0,275.54999999999995,3.0,46.7,1
0.0,282.84999999999997,1.0,43.0,1
0.0,286.54999999999995,2.3,15.5,1
0.0,283.54999999999995,1.0,25.8,1
0.0,284.15,1.8,24.3,1
0.0,281.34999999999997,2.4,34.6,1
0.0,271.95,0.8,69.7,1
0.0,276.84999999999997,4.0,49.5,1
0.0,281.04999999999995,4.5,10.7,1
0.0,274.04999999999995,3.3,14.6,1
0.0,278.15,6.1,37.8,1
0.0,275.54999999999995,5.4,56.8,1
0.0,283.15,3.9,16.5,1
0.0,279.65,4.0,26.5,1
0.0,277.75,2.4,20.0,1
0.0,281.75,3.0,12.0,1
0.0,280.15,2.1,16.0,1
0.0,276.45,1.3,35.0,1
0.0,279.54999999999995,1.8,17.4,1
0.0,272.95,1.7,36.0,1
0.0,276.04999999999995,4.8,67.8,1
0.0,270.34999999999997,0.2,59.8,1
0.0,277.04999999999995,2.7,45.6,1
0.0,273.54999999999995,1.4,54.9,1
0.0,269.34999999999997,1.2,32.5,1
0.0,273.54999999999995,2.8,21.5,1
0.0,267.15,1.9,33.2,1
0.0,266.84999999999997,2.2,29.2,1
0.0,277.65,5.2,20.7,1
0.0,269.84999999999997,1.7,53.5,1
0.0,272.84999999999997,3.0,34.1,1
0.0,275.75,4.7,50.0,1
0.0,284.04999999999995,2.7,42.6,1
0.0,284.95,2.0,59.2,1
0.0,282.15,3.7,46.0,1
0.0,271.34999999999997,3.1,45.6,1
0.0,272.15,4.3,38.6,1
0.0,269.25,2.7,50.0,1
0.0,280.75,2.0,25.3,1
0.0,280.45,1.3,33.2,1
0.0,279.45,1.0,63.7,1
0.0,269.84999999999997,-0.6,40.8,1
0.0,287.45,3.7,59.5,1
0.0,270.25,4.8,40.0,1
0.0,277.95,3.3,40.8,1
0.0,279.84999999999997,1.0,28.1,1
0.0,268.95,1.5,81.9,1
0.0,276.04999999999995,0.9,50.8,1
0.0,276.15,3.0,63.0,1
0.0,283.04999999999995,0.6,17.8,1
0.0,274.65,2.1,26.1,1
0.0,280.04999999999995,2.3,64.1,1
0.0,275.15,1.5,74.2,1
0.0,290.04999999999995,2.0,67.1,1
0.0,291.15,1.2,69.1,1
0.0,296.04999999999995,0.9,68.7,1
0.0,298.15,2.6,33.2,1
0.0,298.84999999999997,1.3,71.0,1
0.0,299.54999999999995,1.6,59.4,1
0.0,303.25,2.4,65.3,1
0.0,273.15,2.8,47.7,1
0.0,273.15,3.2,48.6,1
0.0,273.15,7.5,53.0,1
0.0,273.15,1.4,42.0,1
0.0,273.15,2.2,42.0,1
0.0,273.15,3.2,27.5,1
0.0,273.15,2.3,50.0,1
0.0,273.15,1.5,58.1,1
0.0,273.15,0.7,53.0,1
0.0,273.15,1.2,58.8,1
0.0,273.15,2.1,65.1,1
0.0,273.15,0.6,80.5,1
0.0,273.15,3.1,50.6,1
0.0,273.15,2.6,50.0,1
0.0,273.15,1.6,55.1,1
0.0,302.95,3.0,48.7,1
0.0,301.04999999999995,2.6,55.4,1
0.0,297.15,2.2,56.0,1
0.0,295.15,2.6,54.5,1
0.0,301.75,1.4,54.1,1
0.0,303.04999999999995,5.3,42.2,1
0.0,299.65,2.3,47.3,1
0.0,302.25,1.5,47.1,1
0.0,303.54999999999995,2.6,41.6,1
0.0,301.34999999999997,1.8,49.3,1
0.0,303.15,2.0,36.2,1
0.0,301.95,2.2,48.3,1
0.0,299.25,1.6,42.6,1
0.0,293.75,3.5,75.4,1
0.0,289.34999999999997,1.7,81.8,1
0.0,296.04999999999995,1.1,60.6,1
0.0,301.25,0.7,40.1,1
0.0,301.95,1.5,37.0,1
0.0,301.75,1.9,36.9,1
0.0,296.25,2.6,36.0,1
0.0,294.54999999999995,2.4,53.8,1
0.0,294.65,1.1,51.9,1
0.0,287.25,5.8,50.3,1
0.0,297.95,3.0,46.0,1
0.0,299.15,2.2,39.3,1
0.0,300.15,2.8,32.3,1
0.0,297.65,2.0,31.0,1
0.0,300.04999999999995,1.4,34.5,1
0.0,299.15,4.5,36.2,1
0.0,294.15,2.7,58.0,1
0.0,295.75,1.7,43.2,1
0.0,300.25,2.4,21.2,1
0.0,293.75,3.0,48.0,1
0.0,296.54999999999995,0.2,42.4,1
0.0,295.25,1.5,33.3,1
0.0,302.34999999999997,1.5,15.0,1
0.0,300.65,3.5,37.7,1
0.0,303.25,2.4,19.0,1
0.0,299.45,3.3,34.0,1
0.0,299.75,2.9,29.0,1
0.0,296.75,4.6,46.5,1
0.0,296.95,1.2,19.8,1
0.0,297.25,2.6,28.2,1
0.0,297.45,1.0,16.8,1
0.0,295.45,1.7,68.6,1
0.0,296.15,0.8,28.0,1
0.0,293.45,2.2,22.0,1
0.0,294.04999999999995,3.0,32.3,1
0.0,284.84999999999997,0.7,72.0,1
0.0,290.95,6.7,53.7,1
0.0,293.54999999999995,3.7,39.3,1
0.0,293.45,2.8,40.4,1
0.0,285.25,2.9,85.2,1
0.0,295.15,3.8,30.2,1
0.0,286.34999999999997,0.6,65.6,1
0.0,293.95,3.7,26.2,1
0.0,288.84999999999997,2.8,36.0,1
0.0,288.34999999999997,3.6,60.2,1
0.0,294.65,3.6,25.3,1
0.0,294.54999999999995,2.8,28.5,1
0.0,293.54999999999995,4.9,60.0,1
0.0,281.15,1.3,79.2,1
0.0,280.54999999999995,-0.7,67.2,1
0.0,296.54999999999995,2.7,24.1,1
0.0,295.95,3.9,22.5,1
0.0,284.75,4.9,95.7,1
0.0,289.95,2.0,35.4,1
0.0,281.65,3.6,81.0,1
0.0,290.04999999999995,1.4,17.9,1
0.0,286.65,2.3,39.8,1
0.0,288.75,1.2,38.5,1
0.0,285.04999999999995,2.6,49.1,1
0.0,286.75,2.4,77.3,1
0.0,293.95,4.6,31.9,1
0.0,293.54999999999995,1.3,49.8,1
0.0,291.15,1.2,54.8,1
0.0,286.75,0.7,73.6,1
0.0,297.45,2.8,27.4,1
0.0,292.84999999999997,3.0,41.2,1
0.0,285.15,4.7,71.0,1
0.0,291.15,1.1,20.6,1
0.0,295.75,1.3,17.2,1
0.0,295.65,1.8,18.5,1
0.0,291.65,3.2,20.5,1
0.0,294.75,2.0,21.8,1
0.0,296.04999999999995,3.4,19.2,1
0.0,291.34999999999997,1.8,28.5,1
0.0,293.15,3.4,14.2,1
0.0,292.34999999999997,2.8,22.3,1
0.0,290.75,4.3,24.4,1
0.0,291.65,2.9,12.0,1
0.0,289.75,2.7,24.4,1
0.0,289.15,2.1,23.4,1
0.0,292.15,2.5,20.4,1
0.0,292.45,2.4,17.4,1
0.0,290.65,3.8,41.3,1
0.0,290.54999999999995,2.4,15.4,1
0.0,292.95,2.2,23.0,1
0.0,289.95,3.4,33.3,1
0.0,296.34999999999997,4.5,20.8,1
0.0,293.15,3.2,27.6,1
0.0,296.15,3.6,18.8,1
0.0,296.25,2.6,28.2,1
0.0,296.15,4.1,21.9,1
0.0,295.45,3.0,24.0,1
0.0,294.04999999999995,3.0,21.5,1
0.0,295.84999999999997,3.1,15.3,1
0.0,295.54999999999995,2.0,21.7,1
0.0,294.95,1.5,36.2,1
0.0,295.45,3.3,25.2,1
0.0,295.25,2.9,19.1,1
0.0,295.45,2.7,23.6,1
0.0,293.34999999999997,2.8,31.2,1
0.0,289.34999999999997,3.7,71.5,1
0.0,292.25,4.6,66.3,1
0.0,293.65,3.6,48.0,1
0.0,291.95,1.7,42.3,1
0.0,291.45,1.4,31.8,1
0.0,294.15,2.7,18.5,1
0.0,295.15,2.4,28.2,1
0.0,297.54999999999995,1.6,18.7,1
0.0,295.34999999999997,3.0,20.3,1
0.0,290.75,3.0,57.0,1
0.0,295.34999999999997,2.2,22.7,1
0.0,297.25,2.1,15.9,1
0.0,296.15,2.2,14.7,1
0.0,295.84999999999997,2.0,12.8,1
0.0,294.75,1.7,12.1,1
0.0,296.04999999999995,1.9,14.0,1
0.0,293.34999999999997,0.4,25.2,1
0.0,294.45,2.0,19.6,1
0.0,292.75,1.6,27.2,1
0.0,291.75,3.4,22.6,1
0.0,292.54999999999995,1.2,28.7,1
0.0,287.65,0.2,29.2,1
0.0,285.34999999999997,2.7,41.0,1
0.0,292.25,2.1,21.0,1
0.0,292.75,2.5,16.8,1
0.0,290.15,5.9,52.0,1
0.0,293.25,1.8,16.2,1
0.0,292.95,2.1,19.5,1
0.0,290.45,2.3,20.8,1
0.0,277.25,-0.4,57.6,1
0.0,291.95,2.8,18.0,1
0.0,285.65,3.2,61.0,1
0.0,293.84999999999997,2.7,22.0,1
0.0,294.65,2.5,22.8,1
0.0,293.15,4.0,20.6,1
0.0,289.04999999999995,3.7,29.6,1
0.0,292.95,4.0,22.7,1
0.0,289.84999999999997,3.4,46.0,1
0.0,290.15,2.7,30.5,1
0.0,288.95,1.7,43.4,1
0.0,284.54999999999995,5.1,69.7,1
0.0,292.04999999999995,2.3,31.7,1
0.0,292.04999999999995,3.2,49.6,1
0.0,279.84999999999997,2.1,52.8,1
0.0,276.95,1.2,70.0,1
0.0,286.75,2.1,21.0,1
0.0,289.25,2.4,28.2,1
0.0,289.84999999999997,3.4,19.1,1
0.0,290.25,2.1,16.9,1
0.0,290.65,1.5,22.0,1
0.0,289.54999999999995,2.9,16.6,1
0.0,288.84999999999997,4.4,23.7,1
0.0,289.25,2.2,23.4,1
0.0,289.84999999999997,2.3,24.3,1
0.0,289.54999999999995,2.4,21.2,1
0.0,287.45,3.3,35.2,1
0.0,286.25,2.4,33.5,1
0.0,289.75,1.8,27.6,1
0.0,286.95,2.6,17.0,1
0.0,286.45,2.7,39.5,1
0.0,282.15,6.8,61.5,1
0.0,286.45,0.7,23.5,1
0.0,282.84999999999997,3.4,28.0,1
0.0,284.75,2.7,30.7,1
0.0,285.54999999999995,2.8,26.9,1
0.0,283.95,1.8,31.0,1
0.0,281.54999999999995,2.4,42.0,1
0.0,276.54999999999995,3.4,47.0,1
0.0,280.84999999999997,2.2,51.8,1
0.0,281.34999999999997,1.7,54.0,1
0.0,282.04999999999995,2.5,36.3,1
0.0,286.25,2.0,16.8,1
0.0,281.65,5.0,34.5,1
0.0,284.75,4.2,37.8,1
0.0,284.25,2.6,39.3,1
0.0,282.45,1.6,36.6,1
0.0,284.04999999999995,1.9,33.0,1
0.0,281.15,2.3,36.2,1
0.0,285.54999999999995,2.6,41.0,1
0.0,284.45,2.8,28.6,1
0.0,285.45,4.0,39.5,1
0.0,286.34999999999997,5.9,32.4,1
0.0,285.34999999999997,2.7,16.4,1
0.0,287.15,2.0,29.2,1
0.0,284.54999999999995,2.0,47.1,1
0.0,287.15,2.0,36.5,1
0.0,286.65,2.9,40.2,1
0.0,289.75,2.2,42.0,1
0.0,289.45,2.1,30.0,1
0.0,287.84999999999997,3.0,32.9,1
0.0,286.54999999999995,1.1,43.3,1
0.0,290.95,2.3,33.1,1
0.0,287.65,1.5,51.4,1
0.0,277.15,0.1,94.8,1
0.0,289.04999999999995,1.9,40.5,1
0.0,289.95,3.2,42.7,1
0.0,289.15,2.0,38.0,1
0.0,289.84999999999997,2.3,33.8,1
0.0,288.54999999999995,1.8,14.5,1
0.0,288.95,2.7,16.5,1
0.0,287.34999999999997,1.3,32.1,1
0.0,289.65,2.8,29.0,1
0.0,290.54999999999995,1.9,52.5,1
0.0,289.75,1.0,18.6,1
0.0,289.75,1.7,16.2,1
0.0,287.25,1.4,30.2,1
0.0,292.45,2.7,14.4,1
0.0,285.75,1.8,25.5,1
0.0,279.04999999999995,0.6,53.2,1
0.0,284.25,2.3,31.1,1
0.0,291.34999999999997,3.0,12.7,1
0.0,285.84999999999997,3.1,28.6,1
0.0,287.54999999999995,3.1,21.8,1
0.0,288.45,2.9,19.0,1
0.0,287.95,3.4,15.2,1
0.0,287.75,2.9,22.2,1
0.0,286.75,2.9,27.2,1
0.0,281.45,3.0,32.4,1
0.0,283.95,1.9,37.0,1
0.0,281.84999999999997,1.7,28.0,1
0.0,283.04999999999995,1.5,45.5,1
0.0,283.65,1.8,27.2,1
0.0,283.65,2.5,42.2,1
0.0,282.34999999999997,3.4,36.7,1
0.0,283.84999999999997,1.6,29.5,1
0.0,282.54999999999995,2.6,21.0,1
0.0,283.45,2.4,37.0,1
0.0,283.45,3.3,2.6,1
0.0,284.45,6.5,40.0,1
0.0,291.54999999999995,1.8,27.4,1
0.0,290.04999999999995,1.9,42.9,1
0.0,288.45,1.3,45.0,1
0.0,292.75,3.3,35.0,1
0.0,288.65,3.9,39.7,1
0.0,287.95,1.2,21.7,1
0.0,277.54999999999995,4.6,58.6,1
0.0,284.04999999999995,2.1,28.0,1
0.0,273.54999999999995,6.8,38.7,1
0.0,279.75,3.2,43.0,1
0.0,278.34999999999997,2.6,24.2,1
0.0,278.34999999999997,4.2,25.8,1
0.0,278.95,4.2,24.0,1
0.0,281.84999999999997,4.2,48.5,1
0.0,271.45,1.1,44.6,1
0.0,278.15,4.8,50.0,1
0.0,272.65,1.0,61.5,1
0.0,276.34999999999997,3.5,28.7,1
0.0,268.04999999999995,4.3,46.8,1
0.0,282.15,5.0,34.0,1
0.0,276.95,4.5,27.7,1
0.0,276.45,5.0,24.7,1
0.0,282.34999999999997,3.9,43.0,1
0.0,272.65,8.2,33.8,1
0.0,280.34999999999997,3.1,28.0,1
0.0,276.34999999999997,3.9,27.8,1
0.0,274.54999999999995,2.4,25.5,1
0.0,269.54999999999995,4.6,51.0,1
0.0,278.75,4.2,29.8,1
0.0,279.34999999999997,4.6,65.7,1
0.0,279.04999999999995,2.6,50.3,1
0.0,287.25,6.0,32.6,1
0.0,287.45,4.6,24.2,1
0.0,287.95,2.1,14.5,1
0.0,286.04999999999995,1.9,18.8,1
0.0,281.45,2.0,15.5,1
0.0,281.15,2.6,27.3,1
0.0,277.75,1.4,34.3,1
0.0,279.25,1.5,53.2,1
0.0,277.45,1.2,44.8,1
0.0,268.45,1.4,56.2,1
0.0,278.75,3.6,26.0,1
0.0,278.65,4.8,36.5,1
0.0,281.15,4.1,18.7,1
0.0,280.65,4.1,24.8,1
0.0,278.04999999999995,1.1,39.7,1
0.0,278.25,4.4,35.7,1
0.0,277.45,2.0,46.5,1
0.0,281.45,5.1,35.4,1
0.0,275.45,3.6,58.6,1
0.0,277.34999999999997,4.3,32.0,1
0.0,275.15,0.6,29.3,1
0.0,279.04999999999995,2.6,33.0,1
0.0,275.65,2.8,17.7,1
0.0,273.54999999999995,2.7,36.0,1
0.0,275.84999999999997,4.7,26.0,1
0.0,275.54999999999995,2.8,17.0,1
0.0,275.95,2.0,19.8,1
0.0,270.75,3.3,36.2,1
0.0,276.65,3.2,23.7,1
0.0,276.45,3.8,44.0,1
0.0,276.84999999999997,2.8,35.8,1
0.0,274.95,0.4,65.8,1
0.0,276.54999999999995,2.3,35.9,1
0.0,269.45,1.1,45.6,1
0.0,277.45,4.3,29.2,1
0.0,268.54999999999995,1.5,36.3,1
0.0,271.65,2.8,23.3,1
0.0,271.45,3.3,22.5,1
0.0,270.65,4.8,33.2,1
0.0,272.65,3.6,32.5,1
0.0,267.75,2.1,50.7,1
0.0,273.75,0.9,41.2,1
0.0,271.54999999999995,1.2,57.5,1
0.0,275.84999999999997,2.5,46.0,1
0.0,269.95,2.4,68.8,1
0.0,276.34999999999997,2.5,36.3,1
0.0,275.34999999999997,4.7,36.6,1
0.0,257.84999999999997,0.3,76.9,1
0.0,269.04999999999995,1.7,25.5,1
0.0,269.84999999999997,3.2,31.4,1
0.0,268.65,1.6,31.7,1
0.0,271.75,4.8,48.0,1
0.0,263.75,2.9,33.6,1
0.0,264.34999999999997,3.2,45.0,1
0.0,270.84999999999997,1.5,21.2,1
0.0,279.75,1.5,17.3,1
0.0,266.65,3.2,47.1,1
0.0,267.54999999999995,4.9,25.8,1
0.0,266.25,4.1,36.5,1
0.0,273.95,0.8,67.0,1
0.0,271.65,0.5,80.0,1
0.0,269.34999999999997,0.1,87.8,1
0.0,271.15,0.9,82.9,1
0.0,269.15,2.6,63.0,1
0.0,277.75,4.6,15.5,1
0.0,264.25,0.4,62.2,1
0.0,271.65,1.5,35.0,1
0.0,278.45,2.1,18.6,1
0.0,276.15,2.7,36.5,1
0.0,270.95,1.9,35.2,1
0.0,275.34999999999997,1.8,40.7,1
0.0,278.84999999999997,3.3,29.7,1
0.0,273.45,2.3,24.0,1
0.0,284.34999999999997,2.5,49.0,1
