"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0 0 0 NA NA 0.817537367304257 0 NA NA 0 0.666241360934915
"2" 0.782282437464764 0.777899868317385 0 NA NA 0.708917556958567 0.399786267684446 NA NA 0.805960699769319 0.782282437464764
"3" 0.849736007270071 0.750384516815828 0 NA NA 0.712525303194425 0.6076436202502 NA NA 0.725364629792387 0.822753351207442
"4" 0.634083476894094 0 0 NA NA 0.642161299067936 0.517726990906793 NA NA 0.662480721924755 0.71590391074894
"5" 0 0.432049379893857 0 NA NA 0 0 NA NA 0 0.95272887417791
"6" 0.799831632114309 0 0 NA NA 0.843872746402686 0 NA NA 0.708296196293261 0.940126791362944
"7" 0 0 0 NA NA 0.304367530969763 0 NA NA 0 0.818566284073147
"8" 0.82065180664829 0 0 NA NA 0.560611910581388 0 NA NA 0.41771975763467 0.840310923991585
"9" 0.589015089373952 0 0 NA NA 0.692525693916618 0.43915503282684 NA NA 0 0.936776932043143
"10" 0 0.688832197213783 0 NA NA 0.880630571852711 0.698029295917574 NA NA 0 0.668153104781061
"11" 0 0 0 NA NA 0.416496563917521 0.436825281469162 NA NA 0.582044251070382 0.854758588665805
"12" 0.686873257446286 0.38784964925516 0 NA NA 0.773492468153762 0.404039432788265 NA NA 0.560829666235582 0.771279323508542
"13" 0.37204299235024 0.376001007920283 0 NA NA 0.374027235715522 0.375015420358992 NA NA 0.516206627246613 0.81164726361452
"14" 0.793132920171537 0 0 NA NA 0.765160169814194 0.40191847623425 NA NA 0.553157216334476 0.944620395877462
"15" 0.750510030660783 0.625968637148761 0 NA NA 0.763985254692625 0.617764237441133 NA NA 0 0.857142857142857
"16" 0 0 0 NA NA 0.743841039729448 0.688926185697787 NA NA 0.889875369132573 0.928947879289548
"17" 0.867258180783988 0 0 NA NA 0.811245744592635 0 NA NA 0.648469598757583 0.671775298207705
"18" 0.756603581535163 0.871311467541538 0 NA NA 0.753224361512232 0.621059003408119 NA NA 0.609449400220044 0.861891607371335
"19" 0.622699849077239 0 0 NA NA 0.501019369050005 0.442626668137991 NA NA 0.697663739832845 0.748467822710271
"20" 0 0 0 NA NA 0.423005922124365 0 NA NA 0 0.476610281473335
"21" 0.737980612628397 0.866469405558691 0 NA NA 0.741446956797039 0.768615138264418 NA NA 0.619346222713713 0.947330933431342
"22" 0.666241360934915 0 0 NA NA 0.7319250547114 0.492287455431794 NA NA 0 0.806542127902587
"23" 0.832993127835043 0.750510030660783 0 NA NA 0.763985254692625 0.74230748895809 NA NA 0.729830844253989 0.823134873765025
"24" 0.703452458112659 0.491458710587244 0 NA NA 0.445894378479861 0.366088266073499 NA NA 0.510565830097387 0.711777629056527
"25" 0.849969987465344 0.621059003408119 0 NA NA 0.685118789044674 0.625968637148761 NA NA 0 0.852367650867217
"26" 0.800640769025436 0.67558142100731 0 NA NA 0.707106781186548 0.565383161809865 NA NA 0.395487365677156 0.87461835388772
"27" 0.721393209883005 0.727730607254287 0 NA NA 0 0.432128098921548 NA NA 0.604405594323034 0.727730607254287
"28" 0.773492468153762 0.56990027617674 0 NA NA 0.751067616198811 0.571398045582697 NA NA 0.679366220486757 0.87461835388772
"29" 0.691748238161833 0.618718433538229 0 NA NA 0.605959982177041 0.594571799701264 NA NA 0.698771242968684 0.81967981553775
"30" 0.800404904896286 0.373062002530355 0 NA NA 0.64900512965697 0.530373475547246 NA NA 0.802701623834919 0.823083752138185
