"gswsvm3" "gswsvm" "svm" "svmdc" "clusterSVM" "smotesvm" "blsmotesvm" "dbsmotesvm" "smotedc" "bayes"
"10" 0.725396101040869 0.725396101040869 0.150479855085949 NA NA NA NA NA 0.6473423763779 0.790587561394524
