"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.141812810287937,0.203378325128297,0.104722792990996,NA,NA,NA,NA,NA,0.137029094335661,0.101323801057866
"12.5",0.165488152591868,0.253642824673698,0.109778907561197,NA,NA,NA,NA,NA,0.134037101038644,0.0980076597676854
"15",0.168930366806969,0.258464632698583,0.0458902238757086,NA,NA,NA,NA,NA,0.162835600406496,0.106599944358419
"17.5",0.210812383065102,0.268275573383829,0.0638974710014937,NA,NA,NA,NA,NA,0.203034499057812,0.14251259041162
"20",0.210310591116206,0.272990474169541,0.0454947446634665,NA,NA,NA,NA,NA,0.198182689269886,0.131563901671347
"22.5",0.216935348910875,0.269553581095525,0.0244705308882096,NA,NA,NA,NA,NA,0.197583929822934,0.12330299576947
"25",0.227714639527242,0.282265116517811,0.0428580296926041,NA,NA,NA,NA,NA,0.212733259962207,0.142284665226164
"27.5",0.25051561952077,0.267600671643041,0.0245404658853663,NA,NA,NA,NA,NA,0.217276789687924,0.125940098290788
"30",0.275367938757565,0.300469419422447,0.0292631978379636,NA,NA,NA,NA,NA,0.259534378570952,0.140277996677048
"32.5",0.291614880867851,0.304188415734123,0.0201007563051842,NA,NA,NA,NA,NA,0.255376041733091,0.167925820101771
"35",0.267699208304064,0.283700275253832,0.0382415121056625,NA,NA,NA,NA,NA,0.224318938048043,0.152422191913285
"37.5",0.283879745177313,0.287197803000048,0.0490939168423844,NA,NA,NA,NA,NA,0.25608550264783,0.150938342425735
"40",0.283904556690859,0.280037774753184,0.0490444667587021,NA,NA,NA,NA,NA,0.259775841718646,0.15554308340023
