"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.742291587927037,0.546501796016236,0.0572123451696745,NA,NA,NA,NA,NA,0.771001039455377,0.795110938830841
"12.5",0.724327027676486,0.464956244907483,0.0441339968511021,NA,NA,NA,NA,NA,0.782603230704624,0.807440939564392
"15",0.698855982253041,0.419410662866545,0.0188665819474643,NA,NA,NA,NA,NA,0.727563720593132,0.788628238591474
"17.5",0.649585886335886,0.423452158952159,0.0244100899100899,NA,NA,NA,NA,NA,0.702417332667333,0.767741147741148
"20",0.679214091464092,0.393209568209568,0.0105555555555556,NA,NA,NA,NA,NA,0.721395437895438,0.808723720723721
"22.5",0.693427489177489,0.356765151515152,0.00417929292929293,NA,NA,NA,NA,NA,0.698121572871573,0.824483405483405
"25",0.646357864357864,0.327752886002886,0.00817857142857143,NA,NA,NA,NA,NA,0.670635281385281,0.811239177489178
"27.5",0.619431818181818,0.376725108225108,0.00348484848484848,NA,NA,NA,NA,NA,0.644212121212121,0.832721500721501
"30",0.633821428571429,0.34031746031746,0.0066468253968254,NA,NA,NA,NA,NA,0.614492063492064,0.847587301587302
"32.5",0.631154761904762,0.374746031746032,0.00285714285714286,NA,NA,NA,NA,NA,0.655301587301587,0.825400793650794
"35",0.581571428571429,0.348277777777778,0.00738095238095238,NA,NA,NA,NA,NA,0.64118253968254,0.813607142857143
"37.5",0.567464285714286,0.3375,0.0118809523809524,NA,NA,NA,NA,NA,0.617178571428571,0.810988095238095
"40",0.59177380952381,0.344583333333333,0.00771428571428571,NA,NA,NA,NA,NA,0.646571428571429,0.823238095238095
