"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0730674587515914,0.0526666630320972,0.0108838564018847,NA,NA,NA,NA,NA,0.057871833915337,0.0269479878117466
"12.5",0.064475639741968,0.0507743570943711,0.00984366568184803,NA,NA,NA,NA,NA,0.0743843738925705,0.0269607650878508
"15",0.0869450006960247,0.0517491046297393,0.0080638901231586,NA,NA,NA,NA,NA,0.0739456085386578,0.0254350678419358
"17.5",0.0681786700270786,0.0627312442700233,0.00864151601522428,NA,NA,NA,NA,NA,0.0792216798411925,0.0275207275272817
"20",0.0773374845757907,0.0564612603230062,0.00901180722390771,NA,NA,NA,NA,NA,0.0807241306254902,0.0230399960897749
"22.5",0.105063643392788,0.057309315897187,0.00708514616977254,NA,NA,NA,NA,NA,0.0808677827151868,0.0227844139530473
"25",0.0950090195913721,0.0567475805776298,0.00724385427881575,NA,NA,NA,NA,NA,0.0822105173990385,0.0256197097769874
"27.5",0.116186881082582,0.0631194021532551,0.00677830089890318,NA,NA,NA,NA,NA,0.100299020350012,0.027549133926445
"30",0.101313168598408,0.0712943229191929,0.00658140579180394,NA,NA,NA,NA,NA,0.0946592662343892,0.025263254980543
"32.5",0.139704417377677,0.0623867039848056,0.00664264149793791,NA,NA,NA,NA,NA,0.109586382417866,0.0243102330882351
"35",0.136444439008444,0.0666210583838576,0.00619024831532297,NA,NA,NA,NA,NA,0.113924910083821,0.0226132090520359
"37.5",0.146074000044207,0.058306689904968,0.00835300724801786,NA,NA,NA,NA,NA,0.132079954103941,0.0265859414282096
"40",0.14502140621964,0.0596929471470032,0.00605554007271929,NA,NA,NA,NA,NA,0.118553243145284,0.0257126737056277
