"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.283194417152644,NA,NA,NA,NA,NA,NA,NA,0.236644400610729,0.329285965877015
"12.5",0.250966267670537,NA,NA,NA,NA,NA,NA,NA,0.202900275315975,0.291719669626907
"15",0.209508418968978,NA,NA,NA,NA,NA,NA,NA,0.177681823860784,0.252939340292381
"17.5",0.179299524076912,NA,NA,NA,NA,NA,NA,NA,0.155464158260509,0.220860897492487
"20",0.173118684757216,NA,NA,NA,NA,NA,NA,NA,0.137926618863867,0.207134653304846
"22.5",0.153100653003698,NA,NA,NA,NA,NA,NA,NA,0.129483920061874,0.18873314848365
"25",0.134556524091946,NA,NA,NA,NA,NA,NA,NA,0.112409224975192,0.173178487712353
"27.5",0.123774591466018,NA,NA,NA,NA,NA,NA,NA,0.101511068628864,0.163123733433487
"30",0.120016168753346,NA,NA,NA,NA,NA,NA,NA,0.103958181318971,0.15221201566328
"32.5",0.111860315776101,NA,NA,NA,NA,NA,NA,NA,0.0947352075339944,0.140513347878784
"35",NA,NA,NA,NA,NA,NA,NA,NA,0.0851005869104389,0.132690975291539
"37.5",0.095279411166684,NA,NA,NA,NA,NA,NA,NA,0.0796930306732841,0.123879343569271
"40",NA,NA,NA,NA,NA,NA,NA,NA,0.0849559266234894,0.120323727803695
