"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0529535882459233,NA,NA,NA,NA,NA,NA,NA,0.0438318901146471,0.0518017103310809
"12.5",0.0684995951048614,NA,NA,NA,NA,NA,NA,NA,0.0483378691326535,0.0500417407052699
"15",0.0585786309446015,NA,NA,NA,NA,NA,NA,NA,0.0473772230059271,0.0446900664142036
"17.5",0.0577390795153754,NA,NA,NA,NA,NA,NA,NA,0.0489188614758805,0.050538794519717
"20",0.0626527893120676,NA,NA,NA,NA,NA,NA,NA,0.038031425117566,0.0452793667367798
"22.5",0.0486647384340117,NA,NA,NA,NA,NA,NA,NA,0.0468104224717783,0.0431292473380554
"25",0.0483310371184773,NA,NA,NA,NA,NA,NA,NA,0.0398040307032416,0.0423506355329972
"27.5",0.0606917096102619,NA,NA,NA,NA,NA,NA,NA,0.0351721826723061,0.0403032675701507
"30",0.0545134840593557,NA,NA,NA,NA,NA,NA,NA,0.0538275640800399,0.0356482884414116
"32.5",0.0639811287398309,NA,NA,NA,NA,NA,NA,NA,0.044365062559642,0.0410758602617462
"35",NA,NA,NA,NA,NA,NA,NA,NA,0.0402636588325506,0.0344565248342776
"37.5",0.067920015567686,NA,NA,NA,NA,NA,NA,NA,0.0406058339193823,0.036348734694073
"40",NA,NA,NA,NA,NA,NA,NA,NA,0.0469864535888404,0.0348323808427931
