"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.345893683122307,NA,NA,NA,NA,NA,NA,NA,0.358686330747548,0.358725088986338
"12.5",0.302807963497265,0.325302740312756,NA,NA,NA,NA,NA,NA,0.303090371352876,0.309981224171217
"15",0.269908253106882,NA,NA,NA,NA,NA,NA,NA,0.266935511832029,0.279592326554435
"17.5",0.215938718167175,NA,NA,NA,NA,NA,NA,NA,0.221482305498672,0.240168766736935
"20",0.201233337633595,NA,NA,NA,NA,NA,NA,NA,0.191210879959793,0.226116015054828
"22.5",0.178727455000775,NA,NA,NA,NA,NA,NA,NA,0.172401461832993,0.201892520862198
"25",0.182106716026921,NA,NA,NA,NA,NA,NA,NA,0.153315638260072,0.185268036708115
"27.5",0.149447056759915,NA,NA,NA,NA,NA,NA,NA,0.13252566313777,0.171685945267098
"30",0.133287894860576,NA,NA,NA,NA,NA,NA,NA,0.130366189142779,0.160789439618882
"32.5",0.123336203802664,NA,NA,NA,NA,NA,NA,NA,0.121227639156698,0.155176529666218
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14700527985162
"37.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137836260444182
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122970106105502
