"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.765539197252995,0.560028824842467,0.0989450690393348,NA,NA,NA,NA,NA,0.733604140835309,0.841005431281451
"12.5",0.736993068077433,0.5263390187384,0.0699499115435648,NA,NA,NA,NA,NA,0.707816145756548,0.840965468913611
"15",0.696920388435094,0.489767502105737,0.0440471195471195,NA,NA,NA,NA,NA,0.702735054161525,0.857696656284892
"17.5",0.71316317016317,0.361513042513043,0.0428618048618049,NA,NA,NA,NA,NA,0.68477466977467,0.854379287379287
"20",0.642832223332223,0.352418081918082,0.0270606060606061,NA,NA,NA,NA,NA,0.63216144966145,0.860905261405261
"22.5",0.650213564213564,0.371602453102453,0.0226464646464646,NA,NA,NA,NA,NA,0.630544733044733,0.84694733044733
"25",0.671296536796537,0.390255411255411,0.0231673881673882,NA,NA,NA,NA,NA,0.624013708513709,0.837251082251082
"27.5",0.60394227994228,0.348027417027417,0.0198333333333333,NA,NA,NA,NA,NA,0.596505772005772,0.844118326118326
"30",0.543904761904762,0.329523809523809,0.0161587301587302,NA,NA,NA,NA,NA,0.519674603174603,0.866626984126984
"32.5",0.599642857142857,0.333436507936508,0.0106904761904762,NA,NA,NA,NA,NA,0.581404761904762,0.870492063492064
"35",0.587507936507937,0.280166666666667,0.00583333333333333,NA,NA,NA,NA,NA,0.533888888888889,0.85231746031746
"37.5",0.558690476190476,0.316738095238095,0.00685714285714286,NA,NA,NA,NA,NA,0.547142857142857,0.864761904761905
"40",0.493738095238095,0.300095238095238,0.0169047619047619,NA,NA,NA,NA,NA,0.491619047619048,0.853642857142857
