"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0366483167051131,0.0491616075832972,0.0115860807572513,NA,NA,NA,NA,NA,0.0430685099561492,0.0270848817727801
"12.5",0.0456538833094909,0.0504173692979116,0.00969834585310665,NA,NA,NA,NA,NA,0.0466468142176138,0.0230866282609999
"15",0.0515626402918776,0.0496968542174513,0.00798662989368487,NA,NA,NA,NA,NA,0.0430915358643993,0.0229925451374049
"17.5",0.0679196641980471,0.0480456826703554,0.00933346658111177,NA,NA,NA,NA,NA,0.0654726814121813,0.0266021546916921
"20",0.065974894310679,0.0509836216754969,0.00753497857944946,NA,NA,NA,NA,NA,0.0522104349053868,0.020582690557377
"22.5",0.0696247505904499,0.0627072189815602,0.00727096018448216,NA,NA,NA,NA,NA,0.0766517989532952,0.0240131626344706
"25",0.0837758621644731,0.0643727405340583,0.00768751703190225,NA,NA,NA,NA,NA,0.0547109139446321,0.0247692985200823
"27.5",0.089475524057613,0.0547646204566308,0.00749802822127561,NA,NA,NA,NA,NA,0.0565213392740123,0.0247359155445406
"30",0.0783336750275907,0.0657594207265478,0.00737242815271671,NA,NA,NA,NA,NA,0.0960326535676495,0.0242016843344386
"32.5",0.0919745330912857,0.0677668544697133,0.00682446095169576,NA,NA,NA,NA,NA,0.0761054240125685,0.0233620329440127
"35",0.119732722951083,0.051982485671116,0.00672582915578726,NA,NA,NA,NA,NA,0.0870232231225407,0.028653401085037
"37.5",0.122450783996669,0.0432210564766873,0.00592770337769668,NA,NA,NA,NA,NA,0.0919676507345243,0.0265021824034726
"40",0.110874644218491,0.0523508318746138,0.00567230619308234,NA,NA,NA,NA,NA,0.0963513696569331,0.0262795415119979
