"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0733171131338818,0.228666925925378,0.190961478219319,NA,NA,NA,NA,NA,0.0804306058206288,0.0506586939061061
"12.5",0.0634684632137151,0.222886957954956,0.210163849127501,NA,NA,NA,NA,NA,0.0716835788773949,0.0515903839627645
"15",0.112931308735136,0.221094212132559,0.175032021470838,NA,NA,NA,NA,NA,0.0795075436772689,0.0474865215426529
"17.5",0.0802180142723991,0.284875891810297,0.178880019210118,NA,NA,NA,NA,NA,0.0930851189533461,0.0568411067350987
"20",0.124221848336686,0.286973534304719,0.151245823848228,NA,NA,NA,NA,NA,0.105607126095368,0.0490858209855035
"22.5",0.131376538795718,0.316622595225171,0.141303678321044,NA,NA,NA,NA,NA,0.144319465570743,0.0608321621752436
"25",0.119321260134952,0.277678717812095,0.14299939438341,NA,NA,NA,NA,NA,0.117412312794526,0.0731658196417182
"27.5",0.166459269007506,0.289441011859074,0.136592588641434,NA,NA,NA,NA,NA,0.167359469054682,0.0723604354564351
"30",0.211958577151487,0.332281411276698,0.121662000468019,NA,NA,NA,NA,NA,0.210894758562988,0.0644294226170849
"32.5",0.217361466534491,0.307108074262291,0.100155804848263,NA,NA,NA,NA,NA,0.180761151610978,0.0730849068980509
"35",0.17008420538182,0.283541919171304,0.0756009705478999,NA,NA,NA,NA,NA,0.202390217993168,0.0767797875075651
"37.5",0.244920654262371,0.319169246284685,0.0819704732755882,NA,NA,NA,NA,NA,0.262577849380259,0.0678509926054271
"40",0.225036099539423,0.30826865734173,0.12580541893066,NA,NA,NA,NA,NA,0.248964108623153,0.071472890350306
