"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.871996228813292,NA,NA,NA,NA,NA,NA,0.893881779173811
"15",0.856778577691507,NA,NA,NA,NA,NA,NA,0.894950905493548
"20",0.849542645307931,NA,NA,NA,NA,NA,NA,0.89608058718293
"25",0.837873822209628,NA,NA,NA,NA,NA,NA,0.894461682692886
"30",0.82576146004076,NA,NA,NA,NA,NA,NA,0.891950367031937
"35",0.824214849820984,NA,NA,NA,NA,NA,NA,0.887372180255963
"40",0.797330055442352,NA,NA,NA,NA,NA,NA,0.889755337003135
