"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.0879639376164327,0.162518992242464,0.0965452622054598,NA,NA,NA,NA,NA,0.175752351019521,0.0495153985277108
"12.5",0.048478334879863,0.221808442065767,0,NA,NA,NA,NA,NA,0.103816674161502,0.0338950736167271
"15",0.135735169654659,0.329715055981054,0.061913918736689,NA,NA,NA,NA,NA,0.111993379298969,0.0426715558423235
"17.5",0.121711518303814,0.253348294160213,0,NA,NA,NA,NA,NA,0.142124482827376,0.100794815704388
"20",0.179790176882097,0.331653249909746,0.0541488574711609,NA,NA,NA,NA,NA,0.0446905491022807,0.13800684104303
"22.5",0.152797602854287,0.405953881271023,0.0406557814090871,NA,NA,NA,NA,NA,0.188170289501929,0.109173737495231
"25",0.281766375299526,0.274427873213294,0,NA,NA,NA,NA,NA,0.221584686390171,0.108241864984621
"27.5",0.218270995006837,0.231073714923171,0,NA,NA,NA,NA,NA,0.196214489720603,0.0924294859692685
"30",0.29478099215067,0.417731971484108,0,NA,NA,NA,NA,NA,0.367215498341535,0.108269211792745
"32.5",0.252362295906226,0.37998890231902,0,NA,NA,NA,NA,NA,0.364633786056625,0.076325731466856
"35",0.149844969015409,0.205414243269225,0,NA,NA,NA,NA,NA,0.181793159482053,0.125163158822916
"37.5",0.358370904532468,0.317033443159602,0,NA,NA,NA,NA,NA,0.191515024306573,0.0900365257199478
"40",0.236832365104514,0.183552744401505,0.127775312999988,NA,NA,NA,NA,NA,0.33549300373563,0.171160504694707
