"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.829282136537976,0.78705412597597,0.234986124285722,NA,NA,NA,NA,NA,0.792219982757112,0.86788870706945
"12.5",0.837653836263651,0.695308936941353,0,NA,NA,NA,NA,NA,0.796275988352775,0.863611840558178
"15",0.809449678606712,0.603483746534843,0.130568120346387,NA,NA,NA,NA,NA,0.747179680105432,0.863692439876206
"17.5",0.797326996153074,0.440243231306741,0,NA,NA,NA,NA,NA,0.766767108209166,0.841088563129313
"20",0.767651142962277,0.674204362663387,0.124248752848308,NA,NA,NA,NA,NA,0.771058103695372,0.854271260645522
"22.5",0.767774807669748,0.555738394616462,0.0603022689155527,NA,NA,NA,NA,NA,0.717561668739072,0.836364692349544
"25",0.668427190300084,0.633341438099708,0,NA,NA,NA,NA,NA,0.678767613025196,0.849505847433154
"27.5",0.66128116539977,0.465799575819128,0,NA,NA,NA,NA,NA,0.578872284322034,0.873134819329103
"30",0.710125834562547,0.477945529503693,0,NA,NA,NA,NA,NA,0.581613655093027,0.871752513809414
"32.5",0.741304521044273,0.522371348138662,0,NA,NA,NA,NA,NA,0.576664911838151,0.885773855884567
"35",0.704120300243089,0.618466771526541,0,NA,NA,NA,NA,NA,0.684858890706153,0.854228814235517
"37.5",0.560131969467784,0.540616397507067,0,NA,NA,NA,NA,NA,0.631474265581723,0.857159116295147
"40",0.577403700945429,0.43805719731413,0.106074695109449,NA,NA,NA,NA,NA,0.567844950011125,0.839821832767894
