"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.804444444444444,0.708611111111111,0.0944444444444444,NA,NA,NA,NA,NA,0.796666666666667,0.890277777777778
"12.5",0.830022624434389,0.563597285067873,0,NA,NA,NA,NA,NA,0.856534690799397,0.883005279034691
"15",0.797619047619048,0.513333333333333,0.0433333333333333,NA,NA,NA,NA,NA,0.80952380952381,0.852857142857143
"17.5",0.765198135198135,0.294522144522145,0,NA,NA,NA,NA,NA,0.745501165501166,0.830815850815851
"20",0.755050505050505,0.556565656565657,0.0388888888888889,NA,NA,NA,NA,NA,0.78989898989899,0.871717171717172
"22.5",0.686363636363636,0.479545454545455,0.0181818181818182,NA,NA,NA,NA,NA,0.679545454545455,0.822727272727273
"25",0.567619047619048,0.499047619047619,0,NA,NA,NA,NA,NA,0.659047619047619,0.860634920634921
"27.5",0.528253968253968,0.311111111111111,0,NA,NA,NA,NA,NA,0.459047619047619,0.913333333333333
"30",0.646666666666667,0.445,0,NA,NA,NA,NA,NA,0.588333333333333,0.896666666666667
"32.5",0.757222222222222,0.427698412698413,0,NA,NA,NA,NA,NA,0.573492063492063,0.919444444444444
"35",0.606190476190476,0.442380952380952,0,NA,NA,NA,NA,NA,0.639523809523809,0.877857142857143
"37.5",0.497619047619048,0.407142857142857,0,NA,NA,NA,NA,NA,0.552380952380952,0.859523809523809
"40",0.448095238095238,0.263809523809524,0.0571428571428571,NA,NA,NA,NA,NA,0.453333333333333,0.841428571428571
