"","V1","V2","V3"
"1",0.984771573604061,0.96751269035533,0.959349425049208
"2",0.98576090334611,0.964425567181187,0.959349425049208
"3",0.980695120687869,0.959349425049208,0.959349425049208
"4",0.991872992851963,0.966461203770849,0.959349425049208
"5",0.993903449704755,0.963410338754791,0.959349425049208
"6",0.992867502330882,0.960364653475603,0.959349425049208
"7",0.987812079146379,0.964430746918057,0.959349425049208
"8",0.987801719672641,0.965440795607583,0.959349425049208
"9",0.98780689940951,0.969532787734383,0.959349425049208
"10",0.984750854656584,0.959349425049207,0.959349425049207
