"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.055369485562598,NA,NA,NA,NA,NA,NA,0.0405424055339216
"15",0.0637149319859265,NA,NA,NA,NA,NA,NA,0.0397787256864874
"20",0.0636087502236869,NA,NA,NA,NA,NA,NA,0.035239947095865
"25",0.0641378872669968,NA,NA,NA,NA,NA,NA,0.0389784572504626
"30",0.0620922149030457,NA,NA,NA,NA,NA,NA,0.0414183108993552
"35",0.0594592936793971,NA,NA,NA,NA,NA,NA,0.0309627503294637
"40",0.0693012355248085,NA,NA,NA,NA,NA,NA,0.0288854779943448
