"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.0254868316981311,NA,NA,NA,NA,NA,NA,0.0147277908423823
"15",0.0339170924032891,NA,NA,NA,NA,NA,NA,0.0129949800420165
"20",0.0351972941573251,NA,NA,NA,NA,NA,NA,0.0108264477806068
"25",0.0365889427367525,NA,NA,NA,NA,NA,NA,0.0118422748753201
"30",0.038363853049877,NA,NA,NA,NA,NA,NA,0.0135621924552024
"35",0.0501246571753462,NA,NA,NA,NA,NA,NA,0.0135009597592971
"40",0.0598649974066958,NA,NA,NA,NA,NA,NA,0.0130078031154708
