"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.889022874251497,NA,NA,NA,NA,NA,NA,0.894057564870259
"15",0.891075528942116,NA,NA,NA,NA,NA,NA,0.896565868263473
"20",0.896447864271457,NA,NA,NA,NA,NA,NA,0.898303912175649
"25",0.898611696606786,NA,NA,NA,NA,NA,NA,0.896812215568862
"30",0.895414251497006,NA,NA,NA,NA,NA,NA,0.896477604790419
"35",0.895041516966068,NA,NA,NA,NA,NA,NA,0.894184431137725
"40",0.898130099800399,NA,NA,NA,NA,NA,NA,0.895061037924152
