"","gswsvm3","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","bayes"
"10",0.873338746195916,NA,0.865945249409047,NA,NA,NA,NA,0.869470536637502
"15",0.871904771678672,NA,0.868495735981849,NA,NA,NA,NA,0.872238662364028
"20",0.879472603731931,NA,0.87541184710162,NA,NA,NA,NA,0.873824657209865
"25",0.878675200609389,NA,0.877142188217005,NA,NA,NA,NA,0.870834771673351
"30",0.873832964318354,NA,0.874079081569144,NA,NA,NA,NA,0.871879867320965
"35",0.876514988552762,NA,0.879843127425506,NA,NA,NA,NA,0.869784464154957
"40",0.880067686645743,NA,0.881100717100835,NA,NA,NA,NA,0.870438078587403
