"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.89162772500635,NA,0.722841614740048,NA,NA,NA,NA,0.934300094544931
"2",0.876792045290649,NA,0.883231241063953,NA,NA,NA,NA,0.872472846385883
"3",0.782838705560344,NA,0.788985598520143,NA,NA,NA,NA,0.880219977942911
"4",0.867835281210558,NA,0.884446075706813,NA,NA,NA,NA,0.898880511679321
"5",0.818726144690641,NA,0.873629879678269,NA,NA,NA,NA,0.907377172587747
"6",0.679599639569572,NA,0.723394062093521,NA,NA,NA,NA,0.792143553236853
"7",0.84214962211186,NA,0.816407419411661,NA,NA,NA,NA,0.88926037468047
"8",0.78842984571972,NA,0.769252653151891,NA,NA,NA,NA,0.847232449252259
"9",0.888143018922978,NA,0.847882377712798,NA,NA,NA,NA,0.903745218693801
"10",0.895393128385757,NA,0.878678393636796,NA,NA,NA,NA,0.897529161104128
"11",0.643050164072379,NA,0.643777185405839,NA,NA,NA,NA,0.884375814979459
"12",0.803718068055742,NA,0.79905338519986,NA,NA,NA,NA,0.822391939658615
"13",0.762736895219549,NA,0.801628722792345,NA,NA,NA,NA,0.856546168691048
"14",0.785313185190016,NA,0.824163383692134,NA,NA,NA,NA,0.830114099118533
"15",0.834217352166348,NA,0.811612835998483,NA,NA,NA,NA,0.912761046424293
"16",0.838870492807861,NA,0.871288836956555,NA,NA,NA,NA,0.902989437416394
"17",0.896980381376206,NA,0.851560875778077,NA,NA,NA,NA,0.914027890956827
"18",0.820361492145169,NA,0.748757432124517,NA,NA,NA,NA,0.833842445861796
"19",0.83480922003678,NA,0.883571403310751,NA,NA,NA,NA,0.867093101117138
"20",0.8064191529917,NA,0.769750344277671,NA,NA,NA,NA,0.807320971960441
"21",0.776492869555534,NA,0.900696538112378,NA,NA,NA,NA,0.87711131484497
"22",0.892386079835253,NA,0.872776243273913,NA,NA,NA,NA,0.892386079835253
"23",0.87326679372897,NA,0.888543756323408,NA,NA,NA,NA,0.904071510228126
"24",0.66068747264341,NA,0.888640838405787,NA,NA,NA,NA,0.852517280930841
"25",0.846514117642913,NA,0.851256530758749,NA,NA,NA,NA,0.920212415841664
"26",0.858649452251577,NA,0.892386079835253,NA,NA,NA,NA,0.854570334397079
"27",0.735784285945892,NA,0.735784285945892,NA,NA,NA,NA,0.761268505329155
"28",0.771503917824333,NA,0.770560181791788,NA,NA,NA,NA,0.906433462324523
"29",0.860295721528837,NA,0.856689702018854,NA,NA,NA,NA,0.916475593971885
"30",0.638353348288578,NA,0.812569527958103,NA,NA,NA,NA,0.892482704302232
"31",0.899484257870879,NA,0.884269221119047,NA,NA,NA,NA,0.913771401514957
"32",0.843966450695412,NA,0.836852819716542,NA,NA,NA,NA,0.88560963301642
"33",0.717758117457905,NA,0.73238141455292,NA,NA,NA,NA,0.798582423882399
"34",0.69487640886273,NA,0.737027731190089,NA,NA,NA,NA,0.803626895117957
"35",0.764873313059872,NA,0.779812867365055,NA,NA,NA,NA,0.851194586761584
"36",0.848929544472619,NA,0.787611547787022,NA,NA,NA,NA,0.915041376485988
"37",0.811058028781184,NA,0.81889452024917,NA,NA,NA,NA,0.8090870464539
"38",0.894735773790191,NA,0.915889940076122,NA,NA,NA,NA,0.932504808240314
"39",0.777209144345365,NA,0.810212877239622,NA,NA,NA,NA,0.88648902185125
"40",0.782985620961011,NA,0.790587601384905,NA,NA,NA,NA,0.80856924193393
"41",0.620067922468175,NA,0.723662722519235,NA,NA,NA,NA,0.901425818169823
"42",0.840731648471748,NA,0.855500962482701,NA,NA,NA,NA,0.861753184242301
"43",0.846663992880243,NA,0.817874635209406,NA,NA,NA,NA,0.88859720323946
"44",0.840202452750132,NA,0.872776243273913,NA,NA,NA,NA,0.877704226064582
"45",0.801284791056725,NA,0.770494020904616,NA,NA,NA,NA,0.889618750988567
"46",0.797456895386829,NA,0.867107259801231,NA,NA,NA,NA,0.91606040557742
"47",0.912870929175277,NA,0.918288608365566,NA,NA,NA,NA,0.913957034174725
"48",0.81620658035707,NA,0.810092587300983,NA,NA,NA,NA,0.847638918135069
"49",0.915996510537475,NA,0.894916106935799,NA,NA,NA,NA,0.895970811022432
"50",0.817832778890534,NA,0.820871177388526,NA,NA,NA,NA,0.89733279754268
"51",0.916114739173461,NA,0.870270420579474,NA,NA,NA,NA,0.912890864990114
"52",0.821170812396254,NA,0.796652704984475,NA,NA,NA,NA,0.84350586090993
"53",0.587235353861416,NA,0.755563556995567,NA,NA,NA,NA,0.911693790156711
"54",0.892431744602284,NA,0.915673162415211,NA,NA,NA,NA,0.930649658362844
"55",0.771513942758783,NA,0.793311589573554,NA,NA,NA,NA,0.850953728765073
"56",0.857244341006433,NA,0.834641525852643,NA,NA,NA,NA,0.870706229845634
"57",0.787065680646747,NA,0.782955649000239,NA,NA,NA,NA,0.841940117757968
"58",0.841625411530173,NA,0.888696655800924,NA,NA,NA,NA,0.876953601422344
"59",0.720561464864834,NA,0.752326175791648,NA,NA,NA,NA,0.830831797565746
"60",0.817468022771514,NA,0.814550221589844,NA,NA,NA,NA,0.854609351023696
"61",0.781735959970572,NA,0.779066392834683,NA,NA,NA,NA,0.811621930907586
"62",0.756861616263396,NA,0.84716909365901,NA,NA,NA,NA,0.874654546739275
"63",0.763762615825973,NA,0.786606636127614,NA,NA,NA,NA,0.856227189477185
"64",0.814052770207136,NA,0.847645632621981,NA,NA,NA,NA,0.902065082863434
"65",0.912009323575866,NA,0.896456257996868,NA,NA,NA,NA,0.912009323575866
"66",0.822112166920579,NA,0.81204697515296,NA,NA,NA,NA,0.87707819524288
"67",0.881738242348158,NA,0.81921134553456,NA,NA,NA,NA,0.881923982246089
"68",0.809541316337309,NA,0.789627700097904,NA,NA,NA,NA,0.858778201865883
"69",0.833233024564342,NA,0.752280699032467,NA,NA,NA,NA,0.914916329345732
"70",0.774865020771876,NA,0.795648247064074,NA,NA,NA,NA,0.843897009215083
"71",0.823370395614022,NA,0.829702233998107,NA,NA,NA,NA,0.876028430419967
"72",0.742727953233469,NA,0.708163317395062,NA,NA,NA,NA,0.817482093152381
"73",0.887115952669142,NA,0.899133453832421,NA,NA,NA,NA,0.928398990839859
"74",0.809728582525336,NA,0.817458863619872,NA,NA,NA,NA,0.886067324746392
"75",0.891974526935064,NA,0.895003311633567,NA,NA,NA,NA,0.870478005904162
"76",0.777635639074476,NA,0.681310736536907,NA,NA,NA,NA,0.793619456045101
