"","V1","V2","V3"
"1",0.764242424242424,NA,NA
"2",0.822222222222222,NA,NA
"3",0.704029304029304,NA,NA
"4",0.805454545454546,NA,NA
"5",0.703174603174603,NA,NA
"6",0.884444444444444,NA,NA
"7",0.806410256410256,NA,NA
"8",0.728531468531469,NA,NA
"9",0.833333333333333,NA,NA
"10",0.757575757575758,NA,NA
