"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.912568306010929,0.937158469945355,1,NA,NA,NA,NA,NA,0.934426229508197,0.860655737704918
"2",0.889502762430939,0.92817679558011,0.997237569060773,NA,NA,NA,NA,NA,0.88121546961326,0.878453038674033
"3",0.695890410958904,0.928767123287671,1,NA,NA,NA,NA,NA,0.813698630136986,0.827397260273973
"4",0.61878453038674,0.966850828729282,1,NA,NA,NA,NA,NA,0.698895027624309,0.870165745856354
"5",0.865753424657534,0.865753424657534,0.997260273972603,NA,NA,NA,NA,NA,0.887671232876712,0.873972602739726
"6",0.932065217391304,0.994565217391304,1,NA,NA,NA,NA,NA,0.923913043478261,0.904891304347826
"7",0.901907356948229,0.926430517711172,1,NA,NA,NA,NA,NA,0.940054495912807,0.841961852861035
"8",0.901639344262295,0.975409836065574,0.989071038251366,NA,NA,NA,NA,NA,0.918032786885246,0.863387978142076
"9",0.903846153846154,0.945054945054945,1,NA,NA,NA,NA,NA,0.854395604395604,0.868131868131868
"10",0.90958904109589,0.928767123287671,1,NA,NA,NA,NA,NA,0.901369863013699,0.873972602739726
"11",0.923497267759563,0.980874316939891,1,NA,NA,NA,NA,NA,0.885245901639344,0.890710382513661
"12",0.760989010989011,0.903846153846154,1,NA,NA,NA,NA,NA,0.769230769230769,0.895604395604396
"13",0.669421487603306,0.804407713498623,1,NA,NA,NA,NA,NA,0.677685950413223,0.862258953168044
"14",0.826446280991736,0.920110192837466,1,NA,NA,NA,NA,NA,0.889807162534435,0.853994490358127
"15",0.920765027322404,0.980874316939891,0.994535519125683,NA,NA,NA,NA,NA,0.879781420765027,0.87431693989071
"16",0.94550408719346,0.975476839237057,1,NA,NA,NA,NA,NA,0.950953678474114,0.896457765667575
"17",0.879120879120879,0.865384615384615,1,NA,NA,NA,NA,NA,0.846153846153846,0.879120879120879
"18",0.686813186813187,0.901098901098901,1,NA,NA,NA,NA,NA,0.950549450549451,0.868131868131868
"19",0.852054794520548,0.945205479452055,1,NA,NA,NA,NA,NA,0.871232876712329,0.863013698630137
"20",0.928767123287671,0.972602739726027,1,NA,NA,NA,NA,NA,0.936986301369863,0.893150684931507
"21",0.942465753424658,0.926027397260274,1,NA,NA,NA,NA,NA,0.931506849315068,0.852054794520548
"22",0.896174863387978,0.959016393442623,1,NA,NA,NA,NA,NA,0.896174863387978,0.877049180327869
