"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.056996171725134,0.101707294128442,NA,NA,NA,NA,NA,NA,0.0739653760436537,0.0408182574526566
"12.5",0.0617273136726552,0.0918985410779927,NA,NA,NA,NA,NA,NA,0.0753531063446897,0.0445251648145119
"15",0.0510062553628799,0.0910919191033032,NA,NA,NA,NA,NA,NA,0.0575444292089194,0.0370495055463949
"17.5",0.0495731801075109,0.0810687510706027,NA,NA,NA,NA,NA,NA,0.0676744746212518,0.0372742603936875
"20",0.0599382760135532,NA,NA,NA,NA,NA,NA,NA,0.0617128902423835,0.0399391801881969
"22.5",0.0615351798573491,0.144740672798266,NA,NA,NA,NA,NA,NA,0.052809152619376,0.0407327897921521
"25",0.0791777451994404,0.155752305089027,NA,NA,NA,NA,NA,NA,0.0633340183342871,0.0419081545561697
"27.5",0.0514046548094494,0.11213708028872,NA,NA,NA,NA,NA,NA,0.0479133674993909,0.0444131884218819
"30",0.0548810646166,NA,NA,NA,NA,NA,NA,NA,0.0698464190719812,0.0397474188748346
"32.5",0.0587088781756589,NA,NA,NA,NA,NA,NA,NA,0.0641978126434031,0.0418019102434545
"35",0.055989564725357,NA,NA,NA,NA,NA,NA,NA,0.0578154294432818,0.0334948582371705
"37.5",0.074986858944784,NA,NA,NA,NA,NA,NA,NA,0.0564507794815377,0.0388864102141854
"40",0.0588814999774802,0.179711740106821,NA,NA,NA,NA,NA,NA,0.0590318877531974,0.0341854254218116
