"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.404429944238397,0.467082868717493,NA,NA,NA,NA,NA,NA,0.41293571832303,0.413228298185844
"12.5",0.370810027992201,0.42693929073871,NA,NA,NA,NA,NA,NA,0.372376215032381,0.36936295776587
"15",0.307314653223511,0.368572139197068,NA,NA,NA,NA,NA,NA,0.318484852356073,0.324079183750193
"17.5",0.282668389079444,0.321310814193522,NA,NA,NA,NA,NA,NA,0.295850992163519,0.288640433784311
"20",0.254656030292651,NA,NA,NA,NA,NA,NA,NA,0.253532939909636,0.267113436045799
"22.5",0.222000547667622,0.277190563653379,NA,NA,NA,NA,NA,NA,0.214342940803381,0.242054119437168
"25",0.204559518068628,0.25812858417199,NA,NA,NA,NA,NA,NA,0.205164724367668,0.221205284302358
"27.5",0.189516216300611,0.228248318333157,NA,NA,NA,NA,NA,NA,0.186098774939832,0.211280306836429
"30",0.172647944657036,NA,NA,NA,NA,NA,NA,NA,0.172533903491332,0.190388988115922
"32.5",0.15754690648129,NA,NA,NA,NA,NA,NA,NA,0.158469926931912,0.181749878507145
"35",0.151823345352222,NA,NA,NA,NA,NA,NA,NA,0.139906552044601,0.168966222581531
"37.5",0.153750312337915,NA,NA,NA,NA,NA,NA,NA,0.125403219696745,0.159407101555165
"40",0.140628676647577,0.189810694211106,NA,NA,NA,NA,NA,NA,0.116696294084543,0.153323321899882
