"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.810366133550017,0.706816653545241,0.104253535349071,NA,NA,NA,NA,NA,0.789719322977094,0.871265949662877
"12.5",0.794736681135038,0.666318519819026,0.110513362884618,NA,NA,NA,NA,NA,0.774407091535146,0.875322485005394
"15",0.778730938849613,0.672599703356434,0.0848537005921539,NA,NA,NA,NA,NA,0.777498281184519,0.878489141398171
"17.5",0.773603908022201,0.650164894995424,0.0573879090017534,NA,NA,NA,NA,NA,0.740154670464268,0.874033335368609
"20",0.77125414831351,0.624041714336152,0.0962484233459466,NA,NA,NA,NA,NA,0.724317516339222,0.872483801471956
"22.5",0.746569856731638,0.571655288227673,0.0469090530362236,NA,NA,NA,NA,NA,0.711637404780997,0.877882487144753
"25",0.705598202966624,0.536960614133602,0.0503716340848694,NA,NA,NA,NA,NA,0.703096088351506,0.872820823397449
"27.5",0.731725602828544,0.520840568744981,0.0450804447960021,NA,NA,NA,NA,NA,0.69739805129511,0.866518244827068
"30",0.690599943357296,0.480270520601403,0.0310543854293854,NA,NA,NA,NA,NA,0.654145832381126,0.8623266112972
"32.5",0.685793188293188,0.485489001739002,0.0332781107781108,NA,NA,NA,NA,NA,0.694083694083694,0.865867951492951
"35",0.674288581788582,0.437535843785844,0.032024087024087,NA,NA,NA,NA,NA,0.629877576127576,0.863343832093832
"37.5",0.666172484922485,0.441712824212824,0.0581336256336256,NA,NA,NA,NA,NA,0.646831178081178,0.865983553483553
"40",0.614359945609946,0.454412670662671,0.0246590909090909,NA,NA,NA,NA,NA,0.601831039331039,0.867192622192622
