"","V1","V2","V3"
"1",0.983756345177665,0.975634517766498,0.959349425049208
"2",0.987801719672641,0.962395110328395,0.959349425049208
"3",0.975618978555889,0.959349425049208,0.959349425049208
"4",0.985766083082979,0.974593390655755,0.959349425049208
"5",0.982725577540661,0.964430746918057,0.959349425049208
"6",0.983720087019579,0.970516937739563,0.959349425049208
"7",0.980705480161608,0.966461203770849,0.959349425049208
"8",0.983735626230187,0.967471252460375,0.959349425049208
"9",0.988832487309645,0.967471252460375,0.959349425049208
"10",0.975603439345281,0.966456024033979,0.959349425049207
