"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.824611217562991,0.857016408351092,0.288675134594813,0.745575182621563,0.368489231491899,0.847526196406206,0.789638785625875,0.790259327007008,0.841625411530173,0.882704178457691
"12.5",0.820099295219595,0.87599406204639,0.321633760451338,0.727643026793373,0.43816715999874,0.761281053418217,0.694092847714293,0.758927783325979,0.802832113065276,0.879051642239939
"15",0.793688044172552,0.618393941750464,0,0.651844449060319,0,0.708851434174486,0.793999233380421,0.699378606180235,0.805505389681735,0.890773967328169
"17.5",0.827689810578342,0.829050024824782,0.315782060698759,0.70010059639342,0.276802670344524,0.696065400845008,0.75693972446878,0.753582990747311,0.754610243581619,0.872102849600717
"20",0.820667243024877,0.71993861383946,0,0.768522569472719,0.235702260395516,0.726376345059296,0.46477402851186,0.75281388132333,0.774356223272865,0.805975510731064
"22.5",0.740539214823096,0.739362821364179,0,0.600313288682039,0.320493178456774,0.544022980016024,0.645587120228567,0.649351508518767,0.746393370862076,0.802155869514906
"25",0.674560833161988,0.72356458341408,0,0.254597613104165,0,0.561129319007701,0,0.437190729627267,0.641155466645939,0.78454602501954
"27.5",0.774952233487541,0.678273614715133,0,0.495155595102066,0.407122086137709,0.697298999939627,0.492365963917331,0.287878787878788,0.77138921583987,0.747201697329573
"30",0.770328886519643,0.723905008643027,0,0.622936152867572,0,0.686406472983644,0.627513261830293,0.684402362215819,0.713873507433484,0.746174615473186
"32.5",0.688275770848601,0.51357657329517,0,0.512119615541784,0.296933266714415,0.593027145682904,0.592186568158084,0.587965654997837,0.638140199385863,0.725620788887181
"35",0.675488085021094,0.684528476378213,0,0.625505260250538,0,0.444148353101575,0.622878914458101,0.622001001527843,0.683529893094734,0.718605206370613
"37.5",0.786961137809604,0.721556369533307,0.471404520791032,0.569408346627859,0,0.571802505806533,0.570207516630444,0.659340436936028,0.765846555895295,0.752651657345009
"40",0.558153176297258,0.462325729578285,0,0.567032526014675,0.333333333333333,0.331054883297881,0.465588478102249,0.461014164582287,0.730794051360633,0.757643461593611
