"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.840425531914894,0.853723404255319,0.912234042553192,0.917553191489362,0.752659574468085,0.909574468085106,0.909574468085106,0.851063829787234,0.848404255319149,0.856382978723404
"12.5",0.813829787234043,0.859042553191489,0.930851063829787,0.928191489361702,0.872340425531915,0.909574468085106,0.848404255319149,0.904255319148936,0.811170212765957,0.837765957446808
"15",0.845333333333333,0.941333333333333,0.938666666666667,0.944,0.938666666666667,0.936,0.893333333333333,0.912,0.869333333333333,0.837333333333333
"17.5",0.853333333333333,0.856,0.949333333333333,0.954666666666667,0.730666666666667,0.944,0.936,0.928,0.864,0.848
"20",0.861702127659574,0.914893617021277,0.952127659574468,0.949468085106383,0.954787234042553,0.930851063829787,0.936170212765957,0.912234042553192,0.888297872340426,0.832446808510638
"22.5",0.866666666666667,0.864,0.957333333333333,0.936,0.792,0.92,0.930666666666667,0.941333333333333,0.88,0.853333333333333
"25",0.840425531914894,0.861702127659574,0.960106382978723,0.936170212765957,0.960106382978723,0.920212765957447,0.946808510638298,0.925531914893617,0.86436170212766,0.835106382978723
"27.5",0.893333333333333,0.906666666666667,0.968,0.957333333333333,0.968,0.957333333333333,0.946666666666667,0.965333333333333,0.885333333333333,0.832
"30",0.882978723404255,0.888297872340426,0.968085106382979,0.914893617021277,0.832446808510638,0.928191489361702,0.928191489361702,0.922872340425532,0.86436170212766,0.829787234042553
"32.5",0.859042553191489,0.946808510638298,0.970744680851064,0.941489361702128,0.944148936170213,0.949468085106383,0.946808510638298,0.933510638297872,0.882978723404255,0.821808510638298
"35",0.901595744680851,0.925531914893617,0.973404255319149,0.962765957446808,0.970744680851064,0.965425531914894,0.954787234042553,0.952127659574468,0.922872340425532,0.853723404255319
"37.5",0.922666666666667,0.928,0.981333333333333,0.957333333333333,0.976,0.965333333333333,0.96,0.965333333333333,0.874666666666667,0.845333333333333
"40",0.920212765957447,0.944148936170213,0.976063829787234,0.949468085106383,0.978723404255319,0.965425531914894,0.957446808510638,0.938829787234043,0.797872340425532,0.856382978723404
