"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.353658536585366,0.382716049382716,1,0.567567567567568,0.0869565217391304,0.518518518518518,0.521739130434783,0.361111111111111,0.37037037037037,0.392857142857143
"12.5",0.269662921348315,0.342105263157895,1,0.533333333333333,0.193548387096774,0.439024390243902,0.266666666666667,0.418604651162791,0.261363636363636,0.313953488372093
"15",0.246376811594203,0.529411764705882,NA,0.555555555555556,NA,0.48,0.326530612244898,0.352941176470588,0.283333333333333,0.268292682926829
"17.5",0.238805970149254,0.242424242424242,0.666666666666667,0.588235294117647,0.0235294117647059,0.476190476190476,0.428571428571429,0.387096774193548,0.228070175438596,0.246575342465753
"20",0.225806451612903,0.294117647058824,NA,0.478260869565217,1,0.357142857142857,0.285714285714286,0.297297297297297,0.25,0.191780821917808
"22.5",0.185185185185185,0.181818181818182,NA,0.3,0.0303030303030303,0.208333333333333,0.291666666666667,0.35,0.204081632653061,0.19047619047619
"25",0.131147540983607,0.163636363636364,NA,0.0909090909090909,NA,0.2,0,0.157894736842105,0.14,0.159420289855072
"27.5",0.181818181818182,0.171428571428571,NA,0.3,0.5,0.375,0.214285714285714,0.333333333333333,0.170212765957447,0.119402985074627
"30",0.166666666666667,0.159090909090909,NA,0.166666666666667,0,0.222222222222222,0.2,0.206896551724138,0.132075471698113,0.117647058823529
"32.5",0.111111111111111,0.2,NA,0.176470588235294,0.0833333333333333,0.25,0.235294117647059,0.181818181818182,0.116279069767442,0.1
"35",0.135135135135135,0.178571428571429,NA,0.333333333333333,0,0.285714285714286,0.266666666666667,0.25,0.172413793103448,0.105263157894737
"37.5",0.1875,0.178571428571429,1,0.230769230769231,NA,0.3,0.25,0.333333333333333,0.12,0.0983606557377049
"40",0.111111111111111,0.125,NA,0.1875,1,0.166666666666667,0.181818181818182,0.111111111111111,0.0759493670886076,0.105263157894737
