"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.81967981553775 0.81967981553775 0 0.577350269189626 0.440384012770336 0.741414985386427 0.71655764674666 0.665743718764266 0.486805060231163 0.398565134785604 0.806557686049749
"2" 0.641991132512867 0.467586514656873 0.300206659337475 0.653504868839637 0.344528595180203 0.711589014844977 0.511755358416148 0.547765554919175 0.464216477836435 0.596148732575907 0.63646456369419
"3" 0.754107153471444 0.694927785925683 0 0.616580494292943 0.271232414576531 0.723251771320277 0.206702786201297 0.460162646790707 0.535697270965659 0.774965603414178 0.778403778063175
"4" 0.843071308235093 0.818392256981715 0.276867329951818 0.285900560396063 0.26852750959887 0.790241485465785 0.429279555132608 0.576983274451397 0.600445765291801 0.657399355828311 0.857116578670275
"5" 0.754822737922339 0.662174350165673 0 0 0.36053109294133 0.786585980254387 0.563167570359858 0.602745020545195 0.530142825441258 0.585793689024148 0.800508936901348
"6" 0.778648253994238 0.689827564660559 0 0.640245103927744 0.377491721763537 0.731201184636481 0.222253350310266 0.623117855681384 0.49567091418845 0.678487160959002 0.826292091629622
"7" 0.762969028945759 0.590003684586873 0 0.784635057789953 0.18004830269777 0.813494875855698 0.512792864360582 0.711006634837263 0.274352993818896 0.681787930817711 0.829834975737057
"8" 0.757068497138539 0.729396808625797 0.485842251084902 0.574713464695637 0.554426877560582 0.819357351600833 0.739457929538017 0.715589942297432 0.605936694304038 0.805614534579114 0.772367609456748
"9" 0.719531620228299 0.630920122257086 0.27662562992325 0.5879503539663 0 0.550463471489995 0.271992523997201 0.19405891599268 0.428499755115192 0.732248107522238 0.794294032480066
"10" 0.769132998274836 0.595695128659361 0.287923701299624 0.610778404959882 0.185789181259044 0.718051474671069 0.483255138199468 0.564704183230529 0.345809276132483 0.436624836482789 0.779577571549841
"11" 0.794351084402696 0.75050531792633 0.203770070125409 0.660864409515521 0 0.82739071178495 0.34455406590658 0.744321852574225 0.527753706364216 0.74325388875824 0.906281436833976
"12" 0.704302000628637 0.810324938542617 0 0.686230442569995 0 0.722814826678377 0.615351515063725 0.538212762413513 0.493067255469802 0.527554028524139 0.823231949922678
"13" 0.639878460681749 0.580409338312195 0 0.615765106730372 0.366287682930598 0.711024300256718 0.552770798392567 0.592135964116351 0.521749194749951 0.510922368532311 0.687790342732112
"14" 0.679205009142633 0.664580067912563 0.282351239101624 0.742321808023088 0 0.736121593216773 0.515186050535791 0.587898800815242 0.580947501931113 0.648074069840786 0.657013444814234
"15" 0.766097462896607 0.776074966474045 0.369274472937998 0.569684776196331 0 0.747109361171868 0.699740884684811 0.791499825408845 0.588261154105406 0.783725177013765 0.858857043735013
