"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.75 0.75 0 0.75 0.291666666666667 0.708333333333333 0.541666666666667 0.458333333333333 0.25 0.166666666666667 0.708333333333333
"2" 0.454545454545455 0.227272727272727 0.0909090909090909 0.727272727272727 0.136363636363636 0.681818181818182 0.272727272727273 0.318181818181818 0.227272727272727 0.409090909090909 0.454545454545455
"3" 0.608695652173913 0.521739130434783 0 0.826086956521739 0.0869565217391304 0.826086956521739 0.0434782608695652 0.217391304347826 0.304347826086957 0.695652173913043 0.652173913043478
"4" 0.807692307692308 0.730769230769231 0.0769230769230769 1 0.0769230769230769 0.923076923076923 0.192307692307692 0.346153846153846 0.384615384615385 0.5 0.807692307692308
"5" 0.625 0.458333333333333 0 0 0.166666666666667 0.708333333333333 0.333333333333333 0.375 0.291666666666667 0.375 0.708333333333333
"6" 0.65 0.5 0 0.75 0.15 0.7 0.05 0.4 0.25 0.5 0.75
"7" 0.64 0.36 0 1 0.04 0.84 0.28 0.52 0.08 0.52 0.76
"8" 0.619047619047619 0.571428571428571 0.238095238095238 0.428571428571429 0.380952380952381 0.80952380952381 0.571428571428571 0.523809523809524 0.380952380952381 0.714285714285714 0.666666666666667
"9" 0.576923076923077 0.423076923076923 0.0769230769230769 0.653846153846154 0 0.384615384615385 0.0769230769230769 0.0384615384615385 0.192307692307692 0.615384615384615 0.692307692307692
"10" 0.666666666666667 0.375 0.0833333333333333 0.875 0.0416666666666667 0.625 0.25 0.333333333333333 0.125 0.208333333333333 0.666666666666667
"11" 0.708333333333333 0.625 0.0416666666666667 0.875 0 0.833333333333333 0.125 0.583333333333333 0.291666666666667 0.625 0.916666666666667
"12" 0.55 0.7 0 0.95 0 0.65 0.4 0.3 0.25 0.3 0.75
"13" 0.44 0.36 0 0.8 0.16 0.64 0.32 0.36 0.28 0.28 0.52
"14" 0.52 0.48 0.08 0.92 0 0.68 0.28 0.36 0.36 0.48 0.48
"15" 0.636363636363636 0.636363636363636 0.136363636363636 0.590909090909091 0 0.818181818181818 0.5 0.636363636363636 0.363636363636364 0.727272727272727 0.818181818181818
"16" 0.5 0.05 0.1 0.9 0.05 0.75 0.35 0.1 0.3 0.4 0.55
"17" 0.72 0.32 0 0.64 0.08 0.48 0.28 0.44 0.44 0.64 0.68
"18" 0.740740740740741 0.592592592592593 0 0.703703703703704 0 0.666666666666667 0.296296296296296 0.222222222222222 0.407407407407407 0.407407407407407 0.703703703703704
"19" 0.730769230769231 0.692307692307692 0.0384615384615385 0.961538461538462 0.0769230769230769 0.884615384615385 0.307692307692308 0.423076923076923 0.461538461538462 0.615384615384615 0.807692307692308
"20" 0.5 0.375 0.0416666666666667 0.625 0.0833333333333333 0.75 0.25 0.208333333333333 0.291666666666667 0.458333333333333 0.833333333333333
"21" 0.75 0.5 0 0.65 0 0.9 0.15 0.55 0.25 0.45 0.7
