"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.895833333333333 0.895833333333333 1 0.444444444444444 0.664930555555556 0.776041666666667 0.947916666666667 0.967013888888889 0.947916666666667 0.953125 0.918402777777778
"2" 0.906735751295337 0.962003454231434 0.991364421416235 0.587219343696028 0.870466321243523 0.7426597582038 0.960276338514681 0.94300518134715 0.948186528497409 0.86873920552677 0.89119170984456
"3" 0.934256055363322 0.92560553633218 0.996539792387543 0.460207612456747 0.846020761245675 0.633217993079585 0.982698961937716 0.974048442906574 0.942906574394464 0.863321799307958 0.929065743944637
"4" 0.88 0.916521739130435 0.996521739130435 0.0817391304347826 0.937391304347826 0.676521739130435 0.958260869565217 0.961739130434783 0.937391304347826 0.864347826086956 0.909565217391304
"5" 0.911611785095321 0.956672443674177 1 0.960138648180243 0.779896013864818 0.873483535528596 0.951473136915078 0.968804159445407 0.963604852686308 0.915077989601387 0.904679376083189
"6" 0.932758620689655 0.951724137931034 1 0.546551724137931 0.95 0.763793103448276 0.987931034482759 0.970689655172414 0.982758620689655 0.920689655172414 0.910344827586207
"7" 0.909565217391304 0.96695652173913 1 0.615652173913043 0.810434782608696 0.787826086956522 0.939130434782609 0.972173913043478 0.940869565217391 0.893913043478261 0.906086956521739
"8" 0.925862068965517 0.931034482758621 0.991379310344828 0.770689655172414 0.806896551724138 0.829310344827586 0.956896551724138 0.977586206896552 0.963793103448276 0.908620689655172 0.894827586206897
"9" 0.897391304347826 0.940869565217391 0.994782608695652 0.528695652173913 1 0.787826086956522 0.961739130434783 0.979130434782609 0.954782608695652 0.871304347826087 0.911304347826087
"10" 0.88734835355286 0.946273830155979 0.994800693240901 0.426343154246101 0.82842287694974 0.824956672443674 0.934142114384749 0.956672443674177 0.956672443674177 0.915077989601387 0.911611785095321
"11" 0.890814558058926 0.901213171577123 0.996533795493934 0.499133448873484 1 0.821490467937608 0.949740034662045 0.949740034662045 0.954939341421144 0.883882149046794 0.896013864818024
"12" 0.901893287435456 0.938037865748709 1 0.495697074010327 1 0.803786574870912 0.946643717728055 0.965576592082616 0.972461273666093 0.927710843373494 0.903614457831325
"13" 0.930555555555556 0.935763888888889 1 0.473958333333333 0.838541666666667 0.789930555555556 0.954861111111111 0.973958333333333 0.972222222222222 0.932291666666667 0.909722222222222
"14" 0.887152777777778 0.920138888888889 0.996527777777778 0.598958333333333 1 0.796875 0.947916666666667 0.960069444444444 0.9375 0.875 0.899305555555556
"15" 0.922279792746114 0.946459412780656 1 0.549222797927461 1 0.682210708117444 0.979274611398964 0.984455958549223 0.951640759930915 0.844559585492228 0.901554404145078
"16" 0.934595524956971 0.994836488812392 1 0.549053356282272 0.986230636833046 0.790017211703959 0.960413080895009 0.975903614457831 0.970740103270224 0.944922547332186 0.931153184165232
"17" 0.925347222222222 0.967013888888889 1 0.449652777777778 0.842013888888889 0.901041666666667 0.963541666666667 0.96875 0.954861111111111 0.895833333333333 0.916666666666667
"18" 0.890243902439024 0.9198606271777 1 0.360627177700348 0.942508710801394 0.82404181184669 0.949477351916376 0.970383275261324 0.956445993031359 0.909407665505226 0.918118466898955
"19" 0.88 0.925217391304348 1 0.452173913043478 0.662608695652174 0.820869565217391 0.921739130434783 0.956521739130435 0.939130434782609 0.888695652173913 0.893913043478261
"20" 0.94107452339688 0.965337954939341 0.998266897746967 0.362218370883882 0.835355285961872 0.818024263431542 0.918544194107452 0.974003466204506 0.951473136915078 0.934142114384749 0.901213171577123
"21" 0.929310344827586 0.958620689655172 1 0.417241379310345 1 0.682758620689655 0.960344827586207 0.958620689655172 0.967241379310345 0.918965517241379 0.913793103448276
"22" 0.90625 0.986111111111111 1 0.605902777777778 0.956597222222222 0.819444444444444 0.954861111111111 0.970486111111111 0.979166666666667 0.940972222222222 0.934027777777778
"23" 0.927083333333333 0.934027777777778 1 0.477430555555556 0.993055555555556 0.805555555555556 0.958333333333333 0.970486111111111 0.951388888888889 0.940972222222222 0.918402777777778
"24" 0.904679376083189 0.954939341421144 0.996533795493934 0.481802426343154 0.909878682842288 0.797227036395147 0.968804159445407 0.967071057192374 0.967071057192374 0.868284228769497 0.909878682842288
"25" 0.938037865748709 0.962134251290878 0.996557659208262 0.399311531841652 0.869191049913941 0.667814113597246 0.972461273666093 0.987951807228916 0.989672977624785 0.895008605851979 0.931153184165232
"26" 0.920415224913495 0.916955017301038 1 0.403114186851211 0.961937716262976 0.790657439446367 0.93598615916955 0.963667820069204 0.939446366782007 0.922145328719723 0.913494809688581
"27" 0.887737478411054 0.887737478411054 1 0 0.989637305699482 0.607944732297064 0.936096718480138 0.958549222797927 0.94300518134715 0.924006908462867 0.903281519861831
"28" 0.92894280762565 0.942807625649913 1 0.604852686308492 0.89948006932409 0.842287694974003 0.954939341421144 0.97053726169844 0.960138648180243 0.92894280762565 0.920277296360485
"29" 0.908450704225352 0.901408450704225 0.998239436619718 0.378521126760563 1 0.809859154929577 0.955985915492958 0.959507042253521 0.955985915492958 0.908450704225352 0.926056338028169
"30" 0.928695652173913 0.963478260869565 0.994782608695652 0.274782608695652 0.862608695652174 0.721739130434783 0.946086956521739 0.963478260869565 0.956521739130435 0.914782608695652 0.914782608695652
"31" 0.907986111111111 0.909722222222222 1 0.555555555555556 0.904513888888889 0.795138888888889 0.977430555555556 0.977430555555556 0.949652777777778 0.925347222222222 0.921875
"32" 0.897391304347826 1 1 0.52695652173913 0.923478260869565 0.676521739130435 0.932173913043478 0.946086956521739 0.935652173913043 0.940869565217391 0.893913043478261
"33" 0.869791666666667 0.961805555555556 0.998263888888889 0.5625 0.897569444444444 0.723958333333333 0.967013888888889 0.961805555555556 0.930555555555556 0.883680555555556 0.911458333333333
"34" 0.922547332185886 0.972461273666093 1 0.444061962134251 1 0.746987951807229 0.953528399311532 0.962134251290878 0.969018932874355 0.939759036144578 0.927710843373494
"35" 0.949740034662045 0.954939341421144 1 0.428076256499133 0.916811091854419 0.764298093587522 0.956672443674177 0.954939341421144 0.960138648180243 0.88734835355286 0.906412478336222
"36" 0.922279792746114 0.977547495682211 1 0.44559585492228 1 0.680483592400691 0.958549222797927 0.987910189982729 0.951640759930915 0.906735751295337 0.920552677029361
"37" 0.905594405594406 0.935314685314685 0.996503496503496 0.461538461538462 1 0.818181818181818 0.949300699300699 0.966783216783217 0.965034965034965 0.881118881118881 0.910839160839161
"38" 0.92573402417962 0.958549222797927 1 0.542314335060449 1 0.678756476683938 0.98272884283247 0.991364421416235 0.951640759930915 0.903281519861831 0.937823834196891
"39" 0.896013864818024 0.951473136915078 1 0.0346620450606586 0.81629116117851 0.783362218370884 0.961871750433276 0.953206239168111 0.963604852686308 0.863084922010399 0.89948006932409
"40" 0.941278065630397 0.967184801381693 0.994818652849741 0.595854922279793 0.996545768566494 0.799654576856649 0.946459412780656 0.963730569948187 0.956822107081174 0.879101899827288 0.937823834196891
