"","V1","V2","V3"
"1",0.990862944162437,0.976634206982285,0.959349425049208
"2",0.985766083082979,0.969501709313167,0.959349425049208
"3",0.979679892261473,0.971532166165959,0.959349425049208
"4",0.990857764425567,0.976644566456024,0.959349425049208
"5",0.983725266756449,0.976629027245416,0.959349425049208
"6",0.97962291515591,0.975593079871543,0.959349425049208
"7",0.972573293276702,0.965440795607583,0.959349425049208
"8",0.979679892261473,0.966456024033979,0.959349425049208
"9",0.987796539935771,0.974577851445147,0.959349425049208
"10",0.969501709313167,0.966456024033979,0.959349425049207
