"","V1","V2","V3"
"1",0.975,0.425,0
"2",0.95,0.25,0
"3",0.9,0.3,0
"4",0.95,0.425,0
"5",0.95,0.425,0
"6",0.975,0.4,0
"7",0.975,0.15,0
"8",0.925,0.175,0
"9",0.975,0.375,0
"10",0.975,0.175,0
