"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.988826815642458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.983240223463687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.983240223463687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.988826815642458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.994413407821229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",0.994413407821229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",0.988826815642458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.983240223463687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",0.983240223463687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",0.972067039106145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.994413407821229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.994413407821229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.994413407821229,NA,NA,NA,NA,NA,NA,NA,NA,NA
