"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.79971144278607,0.807641791044776,0.907363184079602,NA,NA,NA,NA,NA,0.750069651741293,0.784870646766169
"12.5",0.774532338308458,0.849328358208955,0.919169154228856,NA,NA,NA,NA,NA,0.706572139303483,0.776422885572139
"15",0.798751243781095,0.88636815920398,0.936248756218905,NA,NA,NA,NA,NA,0.715094527363184,0.810761194029851
"17.5",0.752238805970149,0.884577114427861,0.940298507462687,NA,NA,NA,NA,NA,0.733333333333333,0.786069651741294
"20",0.714427860696517,0.867661691542289,0.945273631840796,NA,NA,NA,NA,NA,0.700497512437811,0.791044776119403
"22.5",0.802985074626866,0.891542288557214,0.945273631840796,NA,NA,NA,NA,NA,0.69452736318408,0.787064676616915
"25",0.755223880597015,0.871641791044776,0.958208955223881,NA,NA,NA,NA,NA,0.700497512437811,0.775124378109453
"27.5",0.772139303482587,0.872636815920398,0.959203980099502,NA,NA,NA,NA,NA,0.703482587064677,0.770149253731343
"30",0.738109452736318,0.921228855721393,0.962149253731343,NA,NA,NA,NA,NA,0.714278606965174,0.787840796019901
"32.5",0.785840796019901,0.923338308457711,0.965139303482587,NA,NA,NA,NA,NA,0.707089552238806,0.794810945273632
"35",0.752741293532338,0.813845771144279,0.968129353233831,NA,NA,NA,NA,NA,0.678194029850746,0.775905472636816
"37.5",0.808636815920398,0.88936815920398,0.970094527363184,NA,NA,NA,NA,NA,0.745865671641791,0.785671641791045
"40",0.74471144278607,0.934154228855721,0.973064676616915,NA,NA,NA,NA,NA,0.761358208955224,0.76847263681592
