"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.052657510666821,NA,NA,NA,NA,NA,NA,NA,0.0574789339830183,0.0483695377088049
"12.5",0.0298206831334751,0.050247982719439,NA,NA,NA,NA,NA,NA,0.0456745711337262,0.0268345999918474
"15",0.0476044066411512,NA,NA,NA,NA,NA,NA,NA,0.0215422072368469,0.0252296063975041
"17.5",0.028772237926014,0.229829281849726,NA,NA,NA,NA,NA,NA,0.0230619219850452,0.0270304641023914
"20",0.0487632990908637,0.12220816944775,NA,NA,NA,NA,NA,NA,0.0699084108452226,0.0308147213677771
"22.5",0.0655011934729072,0.121363425020822,NA,NA,NA,NA,NA,NA,0.041998491981584,0.0361710172521806
"25",0.0509239939694771,NA,NA,NA,NA,NA,NA,NA,0.0340285978062467,0.0278887932710421
"27.5",0.06220611631341,0.406093148343364,NA,NA,NA,NA,NA,NA,0.0261305723280345,0.022884665299889
"30",0.0587811089342425,0.288871445487678,NA,NA,NA,NA,NA,NA,0.0537419163656756,0.0313474114726499
"32.5",0.0557904652292941,0.25691138590497,NA,NA,NA,NA,NA,NA,0.0429386098676056,0.0201908198522514
"35",0.0405855434193791,0.02715892610184,NA,NA,NA,NA,NA,NA,0.0275651562309711,0.0241914754264857
"37.5",0.0346903837989758,0.0270187170261312,NA,NA,NA,NA,NA,NA,0.0288183545433186,0.032570137756103
"40",0.0254857323897107,0.07189663743263,NA,NA,NA,NA,NA,NA,0.0428160273593453,0.0257859405624636
