"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.292256757056765,NA,NA,NA,NA,NA,NA,NA,0.237856614929786,0.283641513690205
"12.5",0.229096313648377,0.21400085626577,NA,NA,NA,NA,NA,NA,0.178147520120795,0.230167279138223
"15",0.203078639507372,NA,NA,NA,NA,NA,NA,NA,0.145928672925069,0.227301293628768
"17.5",0.155793703110776,0.346507177033493,NA,NA,NA,NA,NA,NA,0.123733974358974,0.185341471437644
"20",0.134991427270951,0.181792717086835,NA,NA,NA,NA,NA,NA,0.140267491880395,0.177839647473627
"22.5",0.147014901789849,0.087037037037037,NA,NA,NA,NA,NA,NA,0.102369829096402,0.153933270623907
"25",0.0715330603689893,NA,NA,NA,NA,NA,NA,NA,0.078071421652135,0.13916177582144
"27.5",0.103022282377121,0.283150183150183,NA,NA,NA,NA,NA,NA,0.0654818530672935,0.133142401854266
"30",0.0941828624858078,0.161904761904762,NA,NA,NA,NA,NA,NA,0.0873482517246962,0.131823046928209
"32.5",0.0804233826998949,0.223529411764706,NA,NA,NA,NA,NA,NA,0.0756634498199258,0.127433207988025
"35",0.0807733373472818,0.0673657714834185,NA,NA,NA,NA,NA,NA,0.0697603527338837,0.101988662636135
"37.5",0.0821073234285524,0.116054734537493,NA,NA,NA,NA,NA,NA,0.0548725073553449,0.1049870029845
"40",0.0360882043819225,0.0521008403361344,NA,NA,NA,NA,NA,NA,0.0503063174367844,0.0806649766824969
